TERM,CATEGORY
jezera,D.1 Abiotic
Ponor,A.3 Hydrological form
voda,D.1 Abiotic
kraško podzemlje,C. Geome
skalnem koritu,D.1 Abiotic
brezno,A.2 Underground landform
izgubljanja,B.2 Loss
vodo,D.1 Abiotic
špranja,D.1 Abiotic
požiralnik,A.3 Hydrological form
kupolasti ( svodasti,D.3 Property
profil jamskega rova,D.3 Property
jamskega rova,A.2 Underground landform
prečni profil,D.3 Property
lečasti,D.3 Property
okroglasti,D.3 Property
trapezasti,D.3 Property
špranjasti,D.3 Property
kvadratasti,D.3 Property
sodasti,D.3 Property
pravokotniški,D.3 Property
Gravitacijski vodni tok,D.1 Abiotic
ravno dno,D.1 Abiotic
svodast strop,D.1 Abiotic
stene,D.1 Abiotic
Eforacijski tok,D.1 Abiotic
pretokom,B.1 Movement
tlakom,D.3 Property
rove,A.2 Underground landform
vode,D.1 Abiotic
rečni ( normalni ) relief,D.3 Property
predkraška faza,D.1 Abiotic
kraška faza,D.1 Abiotic
površja,D.1 Abiotic
krasa,C. Geome
zakrasevanja,B.4 Transformation
Doba,D.1 Abiotic
površju,D.1 Abiotic
kraški kamnini,D.1 Abiotic
vodna prepustnost,D.3 Property
kraške kamnine,D.1 Abiotic
vodoprepustnost,D.3 Property
izgubljanjem,B.2 Loss
propustnost,D.3 Property
prepustnosti,D.3 Property
vrtine,D.1 Abiotic
presihajoče jezero,D.1 Abiotic
presuši,B.4 Transformation
Jezero,D.1 Abiotic
nekraška vrtača,D.1 Abiotic
nekarbonatni kamnini,D.1 Abiotic
Psevdovrtača,D.1 Abiotic
netipičen kras,C. Geome
nekarbonatnih kamninah,D.1 Abiotic
kras,C. Geome
Psevdokras,C. Geome
nekraška škraplja,D.1 Abiotic
nekarbonatni kamnini,D.1 Abiotic
Škraplja,A.1 Surface landform
psevdoškraplja,D.1 Abiotic
rov,A.2 Underground landform
rov,A.2 Underground landform
jame,A.2 Underground landform
brezna,A.2 Underground landform
marmorja,D.1 Abiotic
Kalcit,D.1 Abiotic
apnenca,D.1 Abiotic
karbonatitov,D.1 Abiotic
Vipavsko dolino,D.3.1 Geolocation
Tržaškim zalivom,D.3.1 Geolocation
Matični kras,D.3.1 Geolocation
Kras,D.3.1 Geolocation
Kras,D.3.1 Geolocation
kotanja,D.1 Abiotic
Vrtača,A.1 Surface landform
dinamike raztapljanja,D.3 Property
Karbonatni prag,D.3 Property
dinamika odlaganja,D.3 Property
karbonati,D.1 Abiotic
oceanih,D.1 Abiotic
globina,D.3 Property
kamnina,D.1 Abiotic
dolomit,D.1 Abiotic
kalcit,D.1 Abiotic
Dolomit,D.1 Abiotic
sedimentne kamnine,D.1 Abiotic
Evaporiti,D.1 Abiotic
karbonati,D.1 Abiotic
prenasičene solne raztopine,D.1 Abiotic
delne evaporacije,D.3 Property
sedimentne kamnine,D.1 Abiotic
Evaporiti,D.1 Abiotic
popolne,D.3 Property
mineralov,D.1 Abiotic
izločanjem,B.2 Loss
evaporitni mineral,D.1 Abiotic
sadra,D.1 Abiotic
vode,D.1 Abiotic
evaporaciji,B.2 Loss
CaSO4.2H2O,D.1 Abiotic
Sadra,D.1 Abiotic
mineral,D.1 Abiotic
vode,D.1 Abiotic
metamorfna kamnina,D.1 Abiotic
temperaturi,D.3 Property
apnencev,D.1 Abiotic
metamorfozo,B.4 Transformation
dolomitov,D.1 Abiotic
tlakih,D.3 Property
Marmor,D.1 Abiotic
karbonatna magmatska kamnina,D.1 Abiotic
magmatska kamnina,D.1 Abiotic
Karbonatit,D.1 Abiotic
napetosti,D.3 Property
Razpoke,D.1 Abiotic
kamnini,D.1 Abiotic
kraškega geomorfnega sistema,C. Geome
kemično preperevanje,B.4 Transformation
raztapljanje,B.4 Transformation
sušnejših klimatskih okoljih,C. Geome
Zemljinem površju,D.3.1 Geolocation
mineral,D.1 Abiotic
Sadra,D.1 Abiotic
čisti vodi,D.1 Abiotic
kraških kamnin,D.1 Abiotic
mineralov,D.1 Abiotic
raztapljanja,B.4 Transformation
disociacija,B.4 Transformation
fosilna jama,A.2 Underground landform
jama,A.2 Underground landform
podornim skalovjem,D.1 Abiotic
podorna jama,A.2 Underground landform
podori,B.1 Movement
podiranjem,B.1 Movement
Jama,A.2 Underground landform
tektonskimi procesi,B.1 Movement
tektonska jama,A.2 Underground landform
rečna jama,A.2 Underground landform
reka,D.1 Abiotic
potok,D.1 Abiotic
jama,A.2 Underground landform
Jama,A.2 Underground landform
lezična jama,A.2 Underground landform
leziki,A.1 Surface landform
Jama,A.2 Underground landform
kontaktna jama,A.2 Underground landform
kamnin,D.1 Abiotic
Jama,A.2 Underground landform
jama v nadstropjih,A.2 Underground landform
etažna jama,A.2 Underground landform
brezna,A.2 Underground landform
Jama,A.2 Underground landform
nevihte s točo,D.1 Abiotic
hudourna jama,A.2 Underground landform
jamo,A.2 Underground landform
turistična jama,A.2 Underground landform
turistov,D.2 Biotic
Jama,A.2 Underground landform
tunelska jama,A.2 Underground landform
Jama,A.2 Underground landform
vzpetino,D.1 Abiotic
zadušna jama,A.2 Underground landform
zadušni plini,D.1 Abiotic
Jama,A.2 Underground landform
jamar,D.2 Biotic
Človek,D.2 Biotic
jame,A.2 Underground landform
jamoslovec,D.2 Biotic
speleologije,E.2 Method
strokovnjak,D.2 Biotic
jamska ilovica,D.1 Abiotic
Ilovica,D.1 Abiotic
paravtohtona,D.1 Abiotic
alohtona,D.1 Abiotic
avtohtona,D.1 Abiotic
jamska klimatologija,E.2 Method
podzemeljskih votlinah,A.2 Underground landform
jamska meteorologija,E.2 Method
znanstvena disciplina,E.2 Method
izvirom,A.3 Hydrological form
vode,D.1 Abiotic
razvodnice,A.3 Hydrological form
delovanja površinskih tokov,B.4 Transformation
površinskih tokov,D.1 Abiotic
erozije,B.2 Loss
denudacije,B.2 Loss
Fluviokras,C. Geome
kras,C. Geome
površinskih depresijskih oblik,D.1 Abiotic
Fluviokras,C. Geome
vrtač,A.1 Surface landform
kras,C. Geome
Kontaktni kras,C. Geome
neprepustnih kamnin,D.1 Abiotic
prepustnih,D.1 Abiotic
kras,C. Geome
površinski vodni tok,A.3 Hydrological form
Polsuha dolina,A.1 Surface landform
suha dolina,A.1 Surface landform
površinske rečne mreže,A.3 Hydrological form
Suhe doline,A.1 Surface landform
kraški relief,C. Geome
Suhe doline,A.1 Surface landform
fluvialni relief,C. Geome
normalni,C. Geome
rušenje jamskih stropov,B.1 Movement
jamskih stropov,A.2 Underground landform
udornic,A.1 Surface landform
udor,B.1 Movement
udornice,A.1 Surface landform
kukave,A.1 Surface landform
koliševke,A.1 Surface landform
fluvialni geomorfni sistem,C. Geome
kraški,C. Geome
površje,D.1 Abiotic
fluviokras,C. Geome
kraških kotanjah,A.1 Surface landform
kraškega reliefa,C. Geome
Fluviokraško površje,C. Geome
akumuliranje,B.3 Addition
fluvialnega geomorfnega sistema,C. Geome
alogenih vodotokov,A.3 Hydrological form
Kontaktni kras,C. Geome
površja,D.1 Abiotic
kraškega,C. Geome
vode,D.1 Abiotic
kontaktnem krasu,C. Geome
alogeni tokovi,A.3 Hydrological form
akumulacije naplavine,B.3 Addition
korozije,B.2 Loss
Vršaji,A.1 Surface landform
akumulacije,D.1 Abiotic
kras,C. Geome
odteka,B.2 Loss
krovni akvifug,C. Geome
akvifuga,C. Geome
dežno-snežna erozija,B.2 Loss
periglacialnega dolca,A.1 Surface landform
nivacija,B.4 Transformation
zmrzovanje,B.4 Transformation
taljenje,B.4 Transformation
soliflukcija,B.1 Movement
skalnem koritu,D.1 Abiotic
špranja,D.1 Abiotic
brezno,A.1 Surface landform
Požiralnik,A.3 Hydrological form
požira,D.3 Property
vodo,D.1 Abiotic
fluvialni geomorfni sistem,C. Geome
fluviokras,C. Geome
površju,D.1 Abiotic
krasa,C. Geome
kraški,C. Geome
Katavatron,A.3 Hydrological form
ponor,A.3 Hydrological form
požiralnik,A.3 Hydrological form
razvodnice,A.3 Hydrological form
vode,D.1 Abiotic
izvirom,D.1 Abiotic
vaukluški izvir,A.3 Hydrological form
zajezenega izvira,D.1 Abiotic
periodični izvir,A.3 Hydrological form
zaganjalka,A.3 Hydrological form
izvira,D.1 Abiotic
kraški izvir,A.3 Hydrological form
priteka iz,B.3 Addition
Prelivni izvir,A.3 Hydrological form
kraškega vodonosnika,C. Geome
visokih vodostajih,D.3 Property
turbulenten način pretakanja,B.1 Movement
Preboj,B. Process
kanala,D.1 Abiotic
trenutek,D.3 Property
vode,D.1 Abiotic
jamskih stenah,D.1 Abiotic
oblike,D.1 Abiotic
fasete,A.2 Underground landform
kontaktni kras,C. Geome
nekraških kamnin,D.1 Abiotic
kraških,D.1 Abiotic
kras,C. Geome
vode,D.1 Abiotic
Območja,D.1 Abiotic
vodoravne jame,A.2 Underground landform
podzemne vode,A.3 Hydrological form
parageneze,B. Process
gladine,D.3 Property
podzemne vode,A.3 Hydrological form
Podzemni kanjoni,A.2 Underground landform
vadozni coni,C. Geome
vrezovanja,B.4 Transformation
spuščanju,B.1 Movement
epifreatični,C. Geome
kemogeni sediment,D.1 Abiotic
kalcitne,D.1 Abiotic
jamah,A.2 Underground landform
siga,D.1 Abiotic
slovenskem,D.3.1 Geolocation
krasu,C. Geome
dinamičnega ravnotežja,D.3 Property
raztopini,D.1 Abiotic
kalcita,D.1 Abiotic
Izločanje,B. Process
raztapljanja,B.4 Transformation
sigaste tvorbe,A.2 Underground landform
tleh,D.1 Abiotic
Stalagmiti,A.2 Underground landform
zrastejo,B.3 Addition
vode,D.1 Abiotic
kapljajoče,B.1 Movement
konte,A.1 Surface landform
kotanje,A.1 Surface landform
erozijskih jarkov,A.1 Surface landform
dna kotanj,A.4 Other
cockpitov,A.1 Surface landform
geomorfnih sistemih,C. Geome
krasu,C. Geome
raztapljanje,B.4 Transformation
proces,B. Process
tektonika,D.3 Property
polj,A.1 Surface landform
kraškega površja,C. Geome
kraške uravnave,A.1 Surface landform
kraškega reliefa,C. Geome
kraške vzpetine,A.1 Surface landform
Kopasti vrhovi,A.1 Surface landform
Kopaste vrhove,A.1 Surface landform
pobočji,D.1 Abiotic
stožci,A.1 Surface landform
kraških poljih,A.1 Surface landform
humi,A.1 Surface landform
kras,C. Geome
Osamelce,D.1 Abiotic
kraškega polja,A.1 Surface landform
grič,D.1 Abiotic
Hum,A.1 Surface landform
kamnina,D.1 Abiotic
raztapljanje,B.4 Transformation
Humi,A.1 Surface landform
površja,D.1 Abiotic
količina padavin,D.3 Property
semiaridnega krasa,C. Geome
aridnega,C. Geome
nalivov,B.1 Movement
kraškega geomorfnega sistema,C. Geome
nekraških kamnin,D.1 Abiotic
Kontaktni kras,C. Geome
fluvialnega,C. Geome
kraških,D.1 Abiotic
glaciokraška območja,C. Geome
Kraška območja,C. Geome
poledenela območja,C. Geome
jamske paleolitske postaje,A.2 Underground landform
Jame,A.2 Underground landform
podledeniških tokov,D.1 Abiotic
točkastim odtekanjem,B.2 Loss
poledenitve,B.4 Transformation
kotanje,A.1 Surface landform
konte,A.1 Surface landform
Naplavna ravnica,A.1 Surface landform
Erozijski jarki,A.1 Surface landform
kraška kotanja,A.1 Surface landform
Vrtača,A.1 Surface landform
Ponor,A.3 Hydrological form
brezno,D.1 Abiotic
špranja,D.1 Abiotic
Požiralnik,A.3 Hydrological form
korozije,B.4 Transformation
Jame,A.2 Underground landform
Kopasti vrhovi,A.1 Surface landform
Kraško polje,A.1 Surface landform
kotanja,D.1 Abiotic
Ponorni zatrepi,A.1 Surface landform
odmikom pobočja,B.1 Movement
ponori,A.3 Hydrological form
geomorfološkega preoblikovanja,B.4 Transformation
Relief,C. Geome
delovanja vode,B. Process
razpoklinske prepustnosti,D.3 Property
topnosti kamnin,D.3 Property
dolomitu,D.1 Abiotic
apnencu,D.1 Abiotic
Kras,C. Geome
Vrtača,A.1 Surface landform
kotanja,D.1 Abiotic
dolec,A.1 Surface landform
dol,A.1 Surface landform
prelivni izvir,A.3 Hydrological form
Krška jama,D.3.1 Geolocation
Kraški izvir,A.3 Hydrological form
vode,D.1 Abiotic
podzemlja,A.2 Underground landform
izvirom,A.3 Hydrological form
Lijak,D.3.1 Geolocation
izvir,D.1 Abiotic
vodi,D.1 Abiotic
Škratovka,D.3.1 Geolocation
večje kraške jarke,A. Landform
manjše kraške jarke,A. Landform
kraški jarek,A.1 Surface landform
internacionalni bogaz,A. Landform
prelomniški žleb,A. Landform
visokogorskem krasu,C. Geome
prelomniški jarek,A. Landform
Portoriku,D.3.1 Geolocation
bogaz,A.1 Surface landform
zanjon,A.1 Surface landform
jarek,A. Landform
razpok,D.1 Abiotic
pobočji,D.1 Abiotic
krasu,C. Geome
kraški pojav,A. Landform
kraški pojav,B.4 Transformation
kras,C. Geome
kras,C. Geome
kraško površje,C. Geome
kraški ravnik,A.1 Surface landform
kraške kotanje,A.1 Surface landform
ravnik,A.1 Surface landform
robni ravnik,A.1 Surface landform
vododržnih kamninah,D.1 Abiotic
Ravnik,A.1 Surface landform
apnencih,D.1 Abiotic
voda,D.1 Abiotic
kamninah,D.1 Abiotic
površinske kraške oblike,A.1 Surface landform
površje kraškega ozemlja,C. Geome
kraški relief,C. Geome
površje,D.1 Abiotic
površje,D.1 Abiotic
nižjega kraškega sveta,C. Geome
kraško podolje,A.1 Surface landform
Notranjsko podolje,D.3.1 Geolocation
kraških polj,A.1 Surface landform
suhih dolin,A.1 Surface landform
uval,A.1 Surface landform
kraškega ozemlja,C. Geome
kraško podzemlje,C. Geome
kamninska gmota,D.1 Abiotic
jam,A.2 Underground landform
votlin,A.2 Underground landform
brezen,A.2 Underground landform
kraškim odtokom,A.3 Hydrological form
kraško polje,A.1 Surface landform
kraška vdolbina,A.1 Surface landform
ponikalnico,A.3 Hydrological form
polje,A.1 Surface landform
obod,D.1 Abiotic
dnom,D.1 Abiotic
jezersko kraško polje,A.1 Surface landform
Kraško polje,A.1 Surface landform
jezerom,D.1 Abiotic
periodično poplavljeno kraško polje,A.1 Surface landform
Planinsko polje,D.3.1 Geolocation
Polje,A.1 Surface landform
prelivno kraško polje,A.1 Surface landform
Planinsko polje,D.3.1 Geolocation
prepustnih kamnin,D.1 Abiotic
jez,D.1 Abiotic
polje,A.1 Surface landform
periodičnega vodnega toka,D.1 Abiotic
suho kraško polje,A.1 Surface landform
Dobro polje,D.3.1 Geolocation
Kraško polje,A.1 Surface landform
poplav,D.1 Abiotic
trajnega,D.1 Abiotic
kontaktno kraško polje,A.1 Surface landform
Kraško polje,A.1 Surface landform
vodoprepustnimi kamninami,D.1 Abiotic
robno,A.1 Surface landform
vododržnimi,D.1 Abiotic
semi-polje,A.1 Surface landform
robno kraško polje,A.1 Surface landform
neprepustnih kamnin,D.1 Abiotic
karbonatnih kamninah,D.1 Abiotic
Polje,A.1 Surface landform
zaobljena škraplja,A.1 Surface landform
žlebovi,D.1 Abiotic
hrbti,D.1 Abiotic
Škraplja,A.1 Surface landform
fosilna škraplja,A.1 Surface landform
škraplja,A.1 Surface landform
sedimenti,D.1 Abiotic
škraplja,A.1 Surface landform
škrapljišce,A.1 Surface landform
površje,D.1 Abiotic
zmrzovanja,B.4 Transformation
odtajanja,B.4 Transformation
permafrostu,D.1 Abiotic
vode,D.1 Abiotic
termokras,C. Geome
karbonat kalcija,D.1 Abiotic
trdota vode,D.3 Property
Mineralizacija,B.4 Transformation
magnezija,D.1 Abiotic
vode,D.1 Abiotic
soli,D.1 Abiotic
celokupna trdota,D.3 Property
magnezijevih ionov,D.1 Abiotic
kalcijevih,D.1 Abiotic
vode,D.1 Abiotic
ogljikovo kislino,D.1 Abiotic
kalcijevih ionov,D.1 Abiotic
karbonatna trdota,D.3 Property
magnezijevih,D.1 Abiotic
trebljenje krasa,E.2 Method
polgolem krasu,C. Geome
kamnov,D.1 Abiotic
Jamska žival,D.2 Biotic
podzemlju,C. Geome
troglobiont,D.2 Biotic
zemeljskem površju,D.1 Abiotic
Jamoljubna žival,D.2 Biotic
troglofil,D.2 Biotic
netopir,D.2 Biotic
trogloksen,D.2 Biotic
Žival,D.2 Biotic
jamo,A.2 Underground landform
Udorna vrtača,A.1 Surface landform
udorna dolina,A.1 Surface landform
vodo,D.1 Abiotic
brezno,A.1 Surface landform
udorno vrtačo,A.1 Surface landform
votlino,A.2 Underground landform
udornica,A.1 Surface landform
ugrez,A.1 Surface landform
ugrezanjem,B.1 Movement
sedimentih,D.1 Abiotic
grez,A.1 Surface landform
Vrtača,A.1 Surface landform
kraškega polja,A.1 Surface landform
dinarskega krasa,D.3.1 Geolocation
uvala,A.1 Surface landform
vrtače,A.1 Surface landform
Fluvioglacialni vršaj,A.1 Surface landform
nasutina,D.1 Abiotic
ledenika,D.1 Abiotic
kontaktnem krasu,C. Geome
kontaktnega krasa,C. Geome
globeli,D.1 Abiotic
Vršaji,A.1 Surface landform
globeli,A.1 Surface landform
krasu,C. Geome
Vršaji,A.1 Surface landform
Reliktni vršaji,A.1 Surface landform
kemično denudacijo,B.2 Loss
kontaktnega krasa,C. Geome
denudacijo,B.2 Loss
vršajev,A.1 Surface landform
reliktni vršaji,A.1 Surface landform
karbonatni matični podlagi,D.1 Abiotic
matični podlagi,D.1 Abiotic
reliktni vršaj,A.1 Surface landform
sedimentacija,B. Process
denudacije,B. Process
fluvialne akumulacije,B.3 Addition
karbonatni podlagi,D.1 Abiotic
reliktni vršaji,A.1 Surface landform
reliktnih vršajih,A.1 Surface landform
akumulacijo,B.3 Addition
psevdovršaji,A.1 Surface landform
denudacijo,B. Process
oligocenskih konglomeratih,D.1 Abiotic
vodnjakaste,A.1 Surface landform
lijakaste,A.1 Surface landform
skledaste,A.1 Surface landform
korozijske,A.1 Surface landform
Vrtače,A.1 Surface landform
posedne,A.1 Surface landform
pleistocenskih,D.1 Abiotic
dolomitih,D.1 Abiotic
sufozijske,A.1 Surface landform
karbonatih,D.1 Abiotic
apnencih,D.1 Abiotic
udorne,A.1 Surface landform
evaporitih,D.1 Abiotic
vrtač,A.1 Surface landform
kotlaste,A.1 Surface landform
Vrtača,A.1 Surface landform
zakraselega območja,C. Geome
odprtina,D.1 Abiotic
tekoča voda,D.1 Abiotic
ponikva,A.3 Hydrological form
Požiralnik,A.3 Hydrological form
ponor,A.3 Hydrological form
podzemlje,C. Geome
kraški prevodnik,C. Geome
inicialne strukture,D.1 Abiotic
razpoklinskega prevodnika,D.1 Abiotic
kanale,A.2 Underground landform
deformacija,B. Process
kraškorazpoklinska poroznost,D.3 Property
kraške votline,A.2 Underground landform
praznega prostora,D. Entity/Element/Property
prostomini,D.3 Property
Jezike,D.1 Abiotic
razpoke,D.1 Abiotic
kamnine,D.1 Abiotic
Laminarni tok,D.1 Abiotic
jamskih kanalih,A.2 Underground landform
Reynoldsovo število,E.2 Method
laminarni tok,D.3 Property
pretakanja,B.1 Movement
vzporedne,D.3 Property
viskoznosti tekoči ­ ne,D.3 Property
premera kanala,D.3 Property
Reynoldsovo število,E.2 Method
parametrov,D.3 Property
hitrost,D.3 Property
gostote,D.3 Property
Jamski kanal,A.2 Underground landform
lezični kanal,A.2 Underground landform
oblezični kanal,A.1 Surface landform
lezike,A.2 Underground landform
kraške kamni ne,D.1 Abiotic
padavinskih voda,D.1 Abiotic
meteorni kras,C. Geome
Kras,C. Geome
speleogentskega prostora,C. Geome
gladino podtalnice,D.1 Abiotic
padavinsko vodo,D.1 Abiotic
invazijskih jam,A.2 Underground landform
prežeti coni,C. Geome
neprežeta cona,C. Geome
podtalnice,D.1 Abiotic
vode,D.1 Abiotic
nosilna lezika,D.1 Abiotic
Lezika,D.1 Abiotic
svežnja,D.1 Abiotic
oblezična ploskev,D.1 Abiotic
nezveznost,D.3 Property
kamnini,D.1 Abiotic
vzporedna,D.3 Property
lezikam,D.1 Abiotic
paragenetski prag,D.3 Property
korozijsko večanje,B.4 Transformation
netopno plavje,D.1 Abiotic
zavre,B. Process
prekrije,B.3 Addition
Dimenzija,D.3 Property
plavje,D.1 Abiotic
stene,D.1 Abiotic
kanala,A.2 Underground landform
Korozijsko večanje,B.4 Transformation
Korozijsko,B.4 Transformation
prevlečene,D. Entity/Element/Property
parageneza,B.4 Transformation
plavjem,D.1 Abiotic
rova,A.2 Underground landform
prenikujoči vodi,A.3 Hydrological form
penetracijska razdalja,D.3 Property
Razdalja,D.3 Property
reakcije,B. Process
prikamnino,D.1 Abiotic
agresivnost,D.3 Property
stogasti kras,C. Geome
stožčasti kras,C. Geome
tropskega krasa,C. Geome
vzpetinicami,D.1 Abiotic
stožcev,D.1 Abiotic
stogov,D.1 Abiotic
vrtačasti kras,C. Geome
dinarski kras,D.3.1 Geolocation
Kras,C. Geome
vrtace,A.1 Surface landform
dinarski tip krasa,C. Geome
kraškimi pojavi,D.1 Abiotic
polji,A.1 Surface landform
Holokarst,C. Geome
merokrasa,C. Geome
kras,C. Geome
srednjeevropski kras,D.3.1 Geolocation
kras,C. Geome
merokras,C. Geome
kamninah,D.1 Abiotic
dolomit,D.1 Abiotic
zakrasevanju,B.4 Transformation
Kras,C. Geome
Parakras,C. Geome
podzemeljski kras,C. Geome
zemeljskim površjem,D.1 Abiotic
površinski kras,C. Geome
površjem,D.1 Abiotic
zemljo,D.1 Abiotic
endokras,C. Geome
prstjo,D.1 Abiotic
Kras,C. Geome
eksokras,C. Geome
površju,D.1 Abiotic
eksokarst,C. Geome
visokogorski kras,C. Geome
Kras,C. Geome
gorah,D.1 Abiotic
kontaktni kras,C. Geome
stični kras,C. Geome
prepustnih,D.1 Abiotic
Kras,C. Geome
jezerski obali,D.1 Abiotic
obalni kras,C. Geome
Površinski kras,C. Geome
obali,D.1 Abiotic
kras,C. Geome
kraškega pretakanja,B.1 Movement
globoki kras,C. Geome
reliefne depresije,D.1 Abiotic
freatične cone,D.1 Abiotic
kraškimi kamninami,D.1 Abiotic
pretakanja,B.1 Movement
piezometra,E.1 Instrument
kras,C. Geome
depresije,D.1 Abiotic
Kras,C. Geome
cono,D.1 Abiotic
kamninami,D.1 Abiotic
freatične cone,D.1 Abiotic
vertikalnega pretakanja,B.1 Movement
plitvi kras,C. Geome
pretakanja,B.1 Movement
depresije,D.1 Abiotic
kamninami,D.1 Abiotic
Kras,C. Geome
kras,C. Geome
fosilni kras,C. Geome
Kraške oblike,D.1 Abiotic
mrtva jama,A.2 Underground landform
fosilna jama,A.2 Underground landform
fosilno brezno,A.2 Underground landform
zakrasevanjem,B.4 Transformation
Dinarskem krasu,D.3.1 Geolocation
kopasti kras,C. Geome
Kras,C. Geome
vzpetine,D.1 Abiotic
fosilni,C. Geome
paleokras ( fosilni kras ),C. Geome
fosilni kras,C. Geome
razkriti kras,C. Geome
ekshumirani kras,C. Geome
vododržna odeja,D.1 Abiotic
odeja,D.1 Abiotic
paleokras,C. Geome
kras,C. Geome
korozijski vdolbek,D.1 Abiotic
podpreperelinski kras,C. Geome
podtalni kras,C. Geome
skalne luknje,D.1 Abiotic
zapolnjen jašek,D.1 Abiotic
zapolnjeno brezno,A.2 Underground landform
pokrite škraplje,A.1 Surface landform
pokrite vrtace,A.1 Surface landform
prstjo,D.1 Abiotic
zemljo,D.1 Abiotic
prstjo,D.1 Abiotic
apnencu,D.1 Abiotic
podzemlju,C. Geome
paleta,A.2 Underground landform
ščit,A.2 Underground landform
strop,D.1 Abiotic
stalaktiti,A.2 Underground landform
sigovi slap,A.2 Underground landform
sigova polička,A.2 Underground landform
stopnička,D.1 Abiotic
jamsko mleko,A.2 Underground landform
usedlina,D.1 Abiotic
magnezija,D.1 Abiotic
huntita,D.1 Abiotic
mikroorganizmi,D.2 Biotic
kalcita,D.1 Abiotic
stoječo vodo,D.1 Abiotic
Kotanjica,D.1 Abiotic
sigova zavesa,A.2 Underground landform
previsu,D.1 Abiotic
sferične tvorbe,A.2 Underground landform
čebulaste tvorbe,A.2 Underground landform
jamskem stropu,A.2 Underground landform
izločanjem sige,B.4 Transformation
gobasti kapnik,A.2 Underground landform
kapniška tvorba,A.2 Underground landform
korenasti kapnik,A.2 Underground landform
cevasti kapnik,A.2 Underground landform
grozdasti stalaktit,A.2 Underground landform
vode,D.1 Abiotic
kapnik,A.2 Underground landform
tvorba,D.1 Abiotic
cevčica,A.2 Underground landform
Stalaktit,A.2 Underground landform
makaroni,A.2 Underground landform
stalagmit,A.2 Underground landform
kapnik,A.2 Underground landform
stalaktit,A.2 Underground landform
kapnik,A.2 Underground landform
kapniški steber,A.2 Underground landform
stalagmit,A.2 Underground landform
stalagmit,A.2 Underground landform
stalaktit,A.2 Underground landform
stalagmat,A.2 Underground landform
stalaktit,A.2 Underground landform
kapniška tvorba,A.2 Underground landform
kapniški izrastek,A.2 Underground landform
sigov klobuk,A.2 Underground landform
baldahin,A.2 Underground landform
stalaktitov,A.2 Underground landform
ekscentrična tvorba,A.2 Underground landform
helegmite,A.2 Underground landform
heliktit,A.2 Underground landform
kapnik,A.2 Underground landform
anemolit,A.2 Underground landform
površinski odtok vode,B.1 Movement
Bosne in Hercegovine,D.3.1 Geolocation
kraških poljih,A.1 Surface landform
karbonatnih kamninah,D.1 Abiotic
fluviokras,C. Geome
Temperaturni obrat,D.3 Property
temperatura zraka,D.3 Property
narašča,B. Process
Kopaste vzpetine,A.1 Surface landform
glavice,A.1 Surface landform
kuki,A.1 Surface landform
kopasti kras,C. Geome
krasa,C. Geome
Dinarskem krasu,D.3.1 Geolocation
vrtačasti kras,C. Geome
zmernotoplem pasu,D.3.1 Geolocation
vrtače,A.1 Surface landform
kraški geomorfni sistem,C. Geome
geomorfni sistem,C. Geome
ledeniškimi oblikami,D.1 Abiotic
poledenitve,B. Process
Glaciokras,C. Geome
vertikalni odtok padavinske vode,B.1 Movement
ledeniških geomorfoloških oblik,A.1 Surface landform
kemična denudacija,B.2 Loss
glaciokraškega okolja,C. Geome
podzemlje,C. Geome
delovanja površinsko tekočih vod,B. Process
kraško površje,C. Geome
geomorfni sistem,C. Geome
Fluviokras,C. Geome
reproducirane prelomno-porušne vrtače,A.1 Surface landform
zakrasevanje,B.4 Transformation
Vrtače,A.1 Surface landform
apnencev,D.1 Abiotic
vrtače,A.1 Surface landform
dolomitu,D.1 Abiotic
epifreatično območje,C. Geome
laminarni tok,D.1 Abiotic
ponorov,A.3 Hydrological form
izvirov,A.3 Hydrological form
Preboj,B. Process
turbulentnega,D.1 Abiotic
sekundarna poroznost,D.3 Property
tektonskega razvoja,B.4 Transformation
kamninskega masiva,D.1 Abiotic
razpoklinska poroznost,D.3 Property
Predkraška poroznost,D.3 Property
freatične zanke,A.2 Underground landform
freatičnih rovov,A.2 Underground landform
skokov,A.2 Underground landform
v inicialnih kanalih,D.1 Abiotic
Laminarni tok,A.3 Hydrological form
tok,D.1 Abiotic
cone talnega prenikanja,D.1 Abiotic
tanka prst,D.1 Abiotic
jame,A.2 Underground landform
dvorana,A.2 Underground landform
Jamski rov,A.2 Underground landform
vodni tok,D.1 Abiotic
eforacijski tok,D.1 Abiotic
eforacijski rov,A.2 Underground landform
tok,D.1 Abiotic
tlakom,D.3 Property
prerezu,D.1 Abiotic
profil,D.1 Abiotic
vodni objekt,D.1 Abiotic
občasni ponor,A.3 Hydrological form
občasni izvir,A.3 Hydrological form
ponora,A.3 Hydrological form
požiralnika,A.3 Hydrological form
vodi,D.1 Abiotic
estavela,A.3 Hydrological form
izvira,A.3 Hydrological form
morska estavela,A.3 Hydrological form
vodo,D.1 Abiotic
vodo,D.1 Abiotic
Estavela,A.3 Hydrological form
vodnega toka,D.1 Abiotic
dnu rova,D.1 Abiotic
dnu,D.1 Abiotic
voda,D.1 Abiotic
vdolbinica,D.1 Abiotic
steni,D.1 Abiotic
faseta,A.2 Underground landform
faseto,A.2 Underground landform
fosilni kotlič,A.1 Surface landform
morenskim gradivom,D.1 Abiotic
