TERM,CATEGORY
kraškega polja,A.1 Surface landform
osamljeno vzpetinico,D.1 Abiotic
hum,A.1 Surface landform
goričica,A.1 Surface landform
osamelce,D.1 Abiotic
ilovnate piramide,A.2 Underground landform
jamskem dnu,A.2 Underground landform
kapljajoča voda,D.1 Abiotic
piramide,D.1 Abiotic
ilovnatem,D.3 Property
zaobljena škraplja,A.1 Surface landform
Škraplja,A.1 Surface landform
žlebovi,D.1 Abiotic
hrbti,D.1 Abiotic
fosilna škraplja,A.1 Surface landform
sedimenti,D.1 Abiotic
škraplja,A.1 Surface landform
škraplja,A.1 Surface landform
škrapljišce,A.1 Surface landform
površje,D.1 Abiotic
termokras,C. Geome
permafrostu,D.1 Abiotic
odtajanja,B.4 Transformation
zmrzovanja,B.4 Transformation
vode,D.1 Abiotic
trdota vode,D.3 Property
karbonat kalcija,D.1 Abiotic
Mineralizacija,B.4 Transformation
soli,D.1 Abiotic
vode,D.1 Abiotic
magnezija,D.1 Abiotic
celokupna trdota,D.3 Property
magnezijevih ionov,D.1 Abiotic
kalcijevih,D.1 Abiotic
vode,D.1 Abiotic
karbonatna trdota,D.3 Property
kalcijevih ionov,D.1 Abiotic
ogljikovo kislino,D.1 Abiotic
magnezijevih,D.1 Abiotic
trebljenje krasa,E.2 Method
polgolem krasu,C. Geome
kamnov,D.1 Abiotic
Jamska žival,D.2 Biotic
troglobiont,D.2 Biotic
podzemlju,C. Geome
Jamoljubna žival,D.2 Biotic
zemeljskem površju,D.1 Abiotic
troglofil,D.2 Biotic
netopir,D.2 Biotic
trogloksen,D.2 Biotic
Žival,D.2 Biotic
jamo,A.2 Underground landform
udorna dolina,A.1 Surface landform
Udorna vrtača,A.1 Surface landform
brezno,A.1 Surface landform
vodo,D.1 Abiotic
udorno vrtačo,A.1 Surface landform
udornica,A.1 Surface landform
votlino,A.2 Underground landform
ugrez,A.1 Surface landform
grez,A.1 Surface landform
Vrtača,A.1 Surface landform
sedimentih,D.1 Abiotic
ugrezanjem,B.1 Movement
kraškega polja,A.1 Surface landform
dinarskega krasa,D.3.1 Geolocation
uvala,A.1 Surface landform
vrtače,A.1 Surface landform
biogena korozija,B.2 Loss
Korozija,B.2 Loss
organizmov,D.2 Biotic
korozija mešanice,B.2 Loss
Korozija,B.2 Loss
vod,D.1 Abiotic
agresivna,D.3 Property
aluvialna korozija,B.2 Loss
karbonatne podlage,D.1 Abiotic
ogljikovim dioksidom,D.1 Abiotic
prepustna dna,D.3 Property
kraških polj,A.1 Surface landform
slepih dolin,A.1 Surface landform
korozija,B.2 Loss
premikanja,B.1 Movement
vode,D.1 Abiotic
podtalna korozija,B.2 Loss
karbonatne kamnine,D.1 Abiotic
Korozija,B.2 Loss
prstjo,D.1 Abiotic
robna korozija,B.2 Loss
obrobna korozija,B.2 Loss
krajna korozija,B.2 Loss
karbonatne kamnine,D.1 Abiotic
stene kotanj,D.1 Abiotic
kraških polj,A.1 Surface landform
Robna korozija,B.2 Loss
kraška polja,A.1 Surface landform
slepe doline,A.1 Surface landform
Korozija,B.2 Loss
naplavine,D.1 Abiotic
izpodžrte,D.3 Property
razširja,B.4 Transformation
vrtače,A.1 Surface landform
kotanj,D.1 Abiotic
ploskovna korozija,B.2 Loss
skalne ploskve,D.1 Abiotic
Korozija,B.2 Loss
površje,D.1 Abiotic
korozija,B.2 Loss
znižuje,B.4 Transformation
površje,D.1 Abiotic
ploskve,D.1 Abiotic
pospešena korozija,B.2 Loss
Korozijski proces,B.2 Loss
poglablja,B.2 Loss
površje,D.1 Abiotic
kotanje,D.1 Abiotic
depresijske površinske oblike,D.1 Abiotic
linearna korozija,B.2 Loss
Korozija,B.2 Loss
linearne,D.3 Property
korozijska vdolbinica,A.1 Surface landform
vdolbinica,D.1 Abiotic
korozije,B.2 Loss
korozijski vdolbek,A.1 Surface landform
podtalnega krasa,C. Geome
vdolbinica,D.1 Abiotic
prstjo,D.1 Abiotic
visokogorskega ( subnivalnega ) krasa,C. Geome
korozijska polica,A.1 Surface landform
ploskovno korozija,B.2 Loss
ploskve,D.1 Abiotic
korozijski stalaktit,A.2 Underground landform
selektivno korozijo,B.2 Loss
jamskem stropu,A.2 Underground landform
korozijo,B.2 Loss
retrogradno ploskovno korozijo,B.2 Loss
korozijska stopnička,A.1 Surface landform
ploskovno korozijo,B.2 Loss
izjedenina,D.1 Abiotic
korozijski relief,C. Geome
korozijskim procesom,B.2 Loss
dnu jame,A.2 Underground landform
erozijsko kotlico,A.2 Underground landform
kotlica,A.2 Underground landform
vdolbina,D.1 Abiotic
stropu,A.2 Underground landform
steni,A.2 Underground landform
korozijsko,A.2 Underground landform
razvoja jame,B. Process
brezstropa jama,A.1 Surface landform
kemična denudacija,B.2 Loss
Odnašanje,B.2 Loss
karbonatov,D.1 Abiotic
vodonosnik,C. Geome
kraška,B.2 Loss
Jame brez stropa,A.2 Underground landform
jame,A.2 Underground landform
znižanja,B.2 Loss
razčlenjevanja,B.4 Transformation
razkrite,D.3 Property
presekane,D.3 Property
Jama brez stropa,A.2 Underground landform
kraška jama,A.2 Underground landform
denudacijsko spuščanje,B. Process
avtohtone sedimente,D.1 Abiotic
alohtone,D.1 Abiotic
plitva kotanja,D.1 Abiotic
kraških tleh,D.1 Abiotic
Kal,A.3 Hydrological form
deževnica,D.1 Abiotic
Speleogeneza,E.2 Method
razlaga,E.2 Method
izvora,B. Process
nastanka,B. Process
jam,A.2 Underground landform
vrtača,A.1 Surface landform
globel,D.1 Abiotic
spiranja gradiva,B.2 Loss
tekoče vode,D.1 Abiotic
Sufozija,B. Process
ruše,D.1 Abiotic
"kraško , pretakanje vode",B.1 Movement
podzemeljske oblike,A.2 Underground landform
Kras,C. Geome
ozemlje,C. Geome
prepustnosti,D.3 Property
podzemeljsko,B.1 Movement
raztapljanje,B. Process
površinske,A.1 Surface landform
Viskogorski kras,C. Geome
gozdno mejo,D.3 Property
glacialni kras,C. Geome
kras,C. Geome
nivalni,C. Geome
površje,C. Geome
fluvialnega geomorfnega sistema,C. Geome
Kontaktni kras,C. Geome
delovanja površja,B. Process
oblikovanosti,D.3 Property
vode,D.1 Abiotic
kraškega,C. Geome
reliktnih vršajev,A.1 Surface landform
prekinitve dotoka,B.2 Loss
vodnih tokov,D.1 Abiotic
flišne naplavine,D.1 Abiotic
Morfogeneza,B.4 Transformation
nanašanja,B.3 Addition
vršajev,A.1 Surface landform
aktivnega procesa sedimentacije,B.3 Addition
rečnih nanosov,D.1 Abiotic
Vršaje,A.1 Surface landform
krasu,C. Geome
psevdovršaji,A.1 Surface landform
korozijskega procesa,B.4 Transformation
strop rova,D.1 Abiotic
parageneze,B. Process
zasipavanje,B.3 Addition
sedimenti,D.1 Abiotic
iztiskanje,B.1 Movement
toka,D.1 Abiotic
kraških globeli,A.1 Surface landform
kraškim poljem,A.1 Surface landform
kraških globeli,A.1 Surface landform
uvale,A.1 Surface landform
dolaste,A.1 Surface landform
vrtačaste,A.1 Surface landform
vrtač,A.1 Surface landform
jamo,A.2 Underground landform
votlino,D.1 Abiotic
jamo,A.2 Underground landform
votlino,D.1 Abiotic
jama,A.2 Underground landform
votlina,D.1 Abiotic
jama,A.2 Underground landform
votlina,D.1 Abiotic
kraški pojav,A. Landform
Jame,A.2 Underground landform
jama,A.2 Underground landform
votlina,D.1 Abiotic
brezna,A.2 Underground landform
podpobočno jamo,A.2 Underground landform
Jama,A.2 Underground landform
votlina,D.1 Abiotic
kamnini,D.1 Abiotic
brezstropo,A.2 Underground landform
korozijsko,A.2 Underground landform
tektonsko,A.2 Underground landform
fosilno,A.2 Underground landform
obpobočno,A.2 Underground landform
brezstropa jama,A.2 Underground landform
alohtonimi sedimenti,D.1 Abiotic
denudacija,B.2 Loss
avtohtonimi,D.1 Abiotic
Brezstropa jama,A.2 Underground landform
denudacije,B.2 Loss
votlino,D.1 Abiotic
Kraška polja,A.1 Surface landform
kraška oblika,A.1 Surface landform
Kraška polja,A.1 Surface landform
kotanje,D.1 Abiotic
kraškega polja,A.1 Surface landform
dno,D.1 Abiotic
obod,D.1 Abiotic
kraška polja,A.1 Surface landform
kraška hidrologija,D.3 Property
obod,D.1 Abiotic
dnom,D.1 Abiotic
kraškega polja,A.1 Surface landform
živoskalni podlagi,D.1 Abiotic
kraški odtok,A.3 Hydrological form
površinske vode,D.1 Abiotic
dno,D.1 Abiotic
naplavinah,D.1 Abiotic
depresija,D.1 Abiotic
obodom,D.1 Abiotic
polju,A.1 Surface landform
kraška polja,A.1 Surface landform
depresije,D.1 Abiotic
otoke,D.1 Abiotic
krasu,C. Geome
kraške oblike,A. Landform
kraškimi polji,A.1 Surface landform
Holokras,C. Geome
kras,C. Geome
absorpcijski koeficient,D.3 Property
Cab,D.3 Property
temperature,D.3 Property
kras v Belgiji,D.3.1 Geolocation
južni Angliji,D.3.1 Geolocation
severni Franciji,D.3.1 Geolocation
moravski kras,D.3.1 Geolocation
sredozemski kras,C. Geome
Merokras,C. Geome
kras,C. Geome
kras,C. Geome
kras,C. Geome
srednjeevropski,C. Geome
Laminarni tok,D.3 Property
molekule vode,D.1 Abiotic
gibljejo vzporedno,B.1 Movement
vodnega toka,D.1 Abiotic
pretakanja,B.1 Movement
tekočine,D.1 Abiotic
tokovnice,D.1 Abiotic
vzporedne,D.3 Property
termokras,C. Geome
taljenja,B.4 Transformation
zmrzovanja,B.4 Transformation
Kamninsko gmoto,D.1 Abiotic
neprepustna,D.3 Property
vode,D.1 Abiotic
vodonosnika,C. Geome
akvifug,C. Geome
ne prevajajo,D.3 Property
Kamnine,D.1 Abiotic
glinenci,D.1 Abiotic
meljevci,D.1 Abiotic
vode,D.1 Abiotic
akviklud,C. Geome
podzemne vode,D.1 Abiotic
Piezometri,E.1 Instrument
vrtine,D.1 Abiotic
višino,D.3 Property
vodonosnikih,C. Geome
Prepustnost,D.3 Property
sposobnost,D.3 Property
kamnine,D.1 Abiotic
prevaja,B. Process
tekočine,D.1 Abiotic
hidravlična prevodnost,D.3 Property
Prepustnost,D.3 Property
parametrom,E.2 Method
cona talnega prenikanja,C. Geome
vadozne cone,C. Geome
tanka prst,D.1 Abiotic
freatično cono,C. Geome
občasno zalita,C. Geome
poplavna cona,C. Geome
vadozno,C. Geome
epifreatična,C. Geome
kraškega vodonosnika,C. Geome
freatična cona,C. Geome
prežeta cona,C. Geome
nasičena,C. Geome
hidrološki proces,B. Process
Napajanje,B. Process
vode,D.1 Abiotic
podzemlje,C. Geome
Kraška območja,C. Geome
alogenimi tokovi,A.3 Hydrological form
pretočni kras,C. Geome
Rečna struga,D.1 Abiotic
tekoče vode,D.1 Abiotic
Kraški izvir,A.3 Hydrological form
kraške vode,D.1 Abiotic
iztok,D.1 Abiotic
površje,D.1 Abiotic
Stropne kotlice,A.2 Underground landform
kamnino,D.1 Abiotic
Kraški vodonosnik,C. Geome
kraškega površja,C. Geome
apnenca,D.1 Abiotic
vodo,D.1 Abiotic
podzemlje,C. Geome
jamskega skalnega reliefa,C. Geome
žlebovi,A.2 Underground landform
žlebiči,A.2 Underground landform
kotlice,A.2 Underground landform
vdolbinice,A.2 Underground landform
štrline,A.2 Underground landform
odlomi,A.2 Underground landform
odkruški,A.2 Underground landform
Burja,A.4 Other
veter,D.1 Abiotic
Divaško – Komenski,D.3.1 Geolocation
Sežanski Kras,D.3.1 Geolocation
apneniška uravnava,A.1 Surface landform
jugozahodni Sloveniji,D.3.1 Geolocation
Kras,C. Geome
Tržaški,D.3.1 Geolocation
Goriški,D.3.1 Geolocation
uravnava,D.1 Abiotic
kemično raztapljanje,B.4 Transformation
Voda,D.1 Abiotic
karbonatov,D.1 Abiotic
raztapljanje,B.4 Transformation
korozijske vdolbine,D.1 Abiotic
Škavnice,A.1 Surface landform
dnom,D.1 Abiotic
vdolbine,D.1 Abiotic
korozijske razjede,D.1 Abiotic
Škraplje,A.1 Surface landform
korozijo,B.2 Loss
površju,D.1 Abiotic
škraplje,A.1 Surface landform
splitkarren,A.1 Surface landform
nezveznostih,D.3 Property
Lezične škraplje,A.1 Surface landform
bogaz,A.1 Surface landform
Žlebiči,A.1 Surface landform
izjedenine,D.1 Abiotic
Kalcit,D.1 Abiotic
apnenca,D.1 Abiotic
marmorja,D.1 Abiotic
karbonatitov,D.1 Abiotic
Matični kras,D.3.1 Geolocation
Tržaškim zalivom,D.3.1 Geolocation
Vipavsko dolino,D.3.1 Geolocation
Kras,D.3.1 Geolocation
Kras,D.3.1 Geolocation
Vrtača,A.1 Surface landform
kotanja,D.1 Abiotic
Karbonatni prag,D.3 Property
dinamika odlaganja,D.3 Property
dinamike raztapljanja,D.3 Property
globina,D.3 Property
oceanih,D.1 Abiotic
karbonati,D.1 Abiotic
Dolomit,D.1 Abiotic
kamnina,D.1 Abiotic
dolomit,D.1 Abiotic
kalcit,D.1 Abiotic
sedimentne kamnine,D.1 Abiotic
Evaporiti,D.1 Abiotic
karbonati,D.1 Abiotic
prenasičene solne raztopine,D.1 Abiotic
sedimentne kamnine,D.1 Abiotic
delne evaporacije,D.3 Property
Evaporiti,D.1 Abiotic
izločanjem,B.2 Loss
mineralov,D.1 Abiotic
popolne,D.3 Property
evaporitni mineral,D.1 Abiotic
sadra,D.1 Abiotic
vode,D.1 Abiotic
Sadra,D.1 Abiotic
CaSO4.2H2O,D.1 Abiotic
mineral,D.1 Abiotic
evaporaciji,B.2 Loss
vode,D.1 Abiotic
metamorfna kamnina,D.1 Abiotic
Marmor,D.1 Abiotic
metamorfozo,B.4 Transformation
apnencev,D.1 Abiotic
dolomitov,D.1 Abiotic
tlakih,D.3 Property
temperaturi,D.3 Property
karbonatna magmatska kamnina,D.1 Abiotic
magmatska kamnina,D.1 Abiotic
Karbonatit,D.1 Abiotic
Razpoke,D.1 Abiotic
kamnini,D.1 Abiotic
napetosti,D.3 Property
kraškega geomorfnega sistema,C. Geome
kemično preperevanje,B.4 Transformation
raztapljanje,B.4 Transformation
sušnejših klimatskih okoljih,C. Geome
Zemljinem površju,D.3.1 Geolocation
Sadra,D.1 Abiotic
mineral,D.1 Abiotic
kraških kamnin,D.1 Abiotic
čisti vodi,D.1 Abiotic
raztapljanja,B.4 Transformation
mineralov,D.1 Abiotic
disociacija,B.4 Transformation
stopnjasto brezno,A.2 Underground landform
zvezni rovi,D.1 Abiotic
Brezno,A.2 Underground landform
police,D.1 Abiotic
brezna,A.2 Underground landform
rovi,D.1 Abiotic
špranjasto brezno,A.2 Underground landform
profilu,D.1 Abiotic
rov,D.1 Abiotic
vodnjakasto brezno,A.2 Underground landform
vodnjaku,D.1 Abiotic
stene,D.1 Abiotic
zvonasto brezno,A.2 Underground landform
zvona,D.1 Abiotic
ledeno brezno,A.2 Underground landform
ledene gmote,D.1 Abiotic
ledenih brezen,A.2 Underground landform
ledenega brezna,A.2 Underground landform
snežnega brezna,A.2 Underground landform
ledenik,A.2 Underground landform
led,D.1 Abiotic
snežno brezno,A.2 Underground landform
sneg,D.1 Abiotic
sneg,D.1 Abiotic
zapolnjeno brezno,A.2 Underground landform
podtalnega krasa,C. Geome
Brezno,A.2 Underground landform
ilovico,D.1 Abiotic
zatrpano brezno,A.2 Underground landform
klastičnimi sedimenti,D.1 Abiotic
brezno,A.2 Underground landform
gruščem,D.1 Abiotic
prodom,D.1 Abiotic
sedimenti,D.1 Abiotic
udorno brezno,A.2 Underground landform
podorno brezno,A.2 Underground landform
udorom,B.1 Movement
votlino,D.1 Abiotic
tektonsko brezno,A.2 Underground landform
tektonskim odmikom,B.1 Movement
skladov,D.1 Abiotic
korozijsko brezno,A.2 Underground landform
korozijskim delovanjem,B.2 Loss
vode,D.1 Abiotic
stene,D.1 Abiotic
razčlenjene,D.3 Property
erozijsko brezno,A.2 Underground landform
mehaničnim delovanjem,B.4 Transformation
vode,D.1 Abiotic
oblike,D.1 Abiotic
poligenetsko brezno,A.2 Underground landform
procesi,D.1 Abiotic
fosilno brezno,A.2 Underground landform
speleogenetskih procesov,D.1 Abiotic
Brezno,A.2 Underground landform
zatrpano,D.3 Property
mrtvo,D.3 Property
stropno brezno,A.2 Underground landform
stropu,D.1 Abiotic
površje,D.1 Abiotic
votlino,D.1 Abiotic
Naplavna ravnica,A.1 Surface landform
Erozijski jarki,A.1 Surface landform
kraška kotanja,A.1 Surface landform
Vrtača,A.1 Surface landform
Ponor,A.3 Hydrological form
Požiralnik,A.3 Hydrological form
špranja,D.1 Abiotic
brezno,D.1 Abiotic
Jame,A.2 Underground landform
korozije,B.4 Transformation
Kopasti vrhovi,A.1 Surface landform
Kraško polje,A.1 Surface landform
kotanja,D.1 Abiotic
Ponorni zatrepi,A.1 Surface landform
odmikom pobočja,B.1 Movement
ponori,A.3 Hydrological form
geomorfološkega preoblikovanja,B.4 Transformation
Relief,C. Geome
razpoklinske prepustnosti,D.3 Property
topnosti kamnin,D.3 Property
delovanja vode,B. Process
Kras,C. Geome
apnencu,D.1 Abiotic
dolomitu,D.1 Abiotic
Vrtača,A.1 Surface landform
kotanja,D.1 Abiotic
dolec,A.1 Surface landform
dol,A.1 Surface landform
geomorfni procesi,B. Process
korazijska dolina,A.1 Surface landform
spiranje prepereline,B.2 Loss
dolcih,A.1 Surface landform
preperevanje,B.4 Transformation
denudacija,B.2 Loss
korazija,B.4 Transformation
polzenje,B.1 Movement
erozija,B.2 Loss
korozija,B.4 Transformation
akumulacija,B.3 Addition
drobirja,B.2 Loss
reliefna oblika,D.1 Abiotic
Dolec,A.1 Surface landform
Kopasti vrhovi,A.1 Surface landform
kraškega reliefa,C. Geome
kraške vzpetine,A.1 Surface landform
kraškega površja,C. Geome
Fluviokras,C. Geome
dolinami,A.1 Surface landform
krasu,C. Geome
reliefna oblika,D.1 Abiotic
Dolec,A.1 Surface landform
Kopasti vrhovi,A.1 Surface landform
kraške vzpetine,A.1 Surface landform
depresijskimi oblikami,D.1 Abiotic
kraškega površja,C. Geome
rečnimi dolinami,D.1 Abiotic
Fluviokras,C. Geome
krasu,C. Geome
Kraška polja,A.1 Surface landform
kraški geomorfni sistem,C. Geome
Kontaktni kras,C. Geome
nekraških kamnin,D.1 Abiotic
območje,D.1 Abiotic
fluvialni,C. Geome
kraških,D.1 Abiotic
Jame kontaktnega krasa,A.2 Underground landform
paragenetske jame,A.2 Underground landform
epifreatične jame,A.2 Underground landform
Zatrepna dolina,A.1 Surface landform
kontaktnega krasa,C. Geome
kraške kamnine,D.1 Abiotic
izvirov,A.3 Hydrological form
zatrepne doline,A.1 Surface landform
Iztek,A.1 Surface landform
Kontaktni kras,C. Geome
nekraškimi kamninami,D.1 Abiotic
reliefa,D.1 Abiotic
kraškimi,D.1 Abiotic
Ponorna dolina,A.1 Surface landform
kraški ponor,A.3 Hydrological form
ponikalnice,A.3 Hydrological form
krasu,C. Geome
potoka,D.1 Abiotic
kanali,A.3 Hydrological form
Fluvisoli,D.1 Abiotic
prsti,D.1 Abiotic
naplavinah,D.1 Abiotic
Fluvioglacialni vršaj,A.1 Surface landform
nasutina,D.1 Abiotic
ledenika,D.1 Abiotic
kontaktnem krasu,C. Geome
globeli,D.1 Abiotic
kontaktnega krasa,C. Geome
Vršaji,A.1 Surface landform
Vršaji,A.1 Surface landform
krasu,C. Geome
globeli,A.1 Surface landform
Reliktni vršaji,A.1 Surface landform
kontaktnega krasa,C. Geome
kemično denudacijo,B.2 Loss
denudacijo,B.2 Loss
vršajev,A.1 Surface landform
reliktni vršaji,A.1 Surface landform
karbonatni matični podlagi,D.1 Abiotic
reliktni vršaj,A.1 Surface landform
matični podlagi,D.1 Abiotic
sedimentacija,B. Process
denudacije,B. Process
reliktni vršaji,A.1 Surface landform
reliktnih vršajih,A.1 Surface landform
fluvialne akumulacije,B.3 Addition
karbonatni podlagi,D.1 Abiotic
akumulacijo,B.3 Addition
psevdovršaji,A.1 Surface landform
denudacijo,B. Process
oligocenskih konglomeratih,D.1 Abiotic
Vrtače,A.1 Surface landform
karbonatih,D.1 Abiotic
evaporitih,D.1 Abiotic
skledaste,A.1 Surface landform
lijakaste,A.1 Surface landform
kotlaste,A.1 Surface landform
vodnjakaste,A.1 Surface landform
korozijske,A.1 Surface landform
udorne,A.1 Surface landform
sufozijske,A.1 Surface landform
posedne,A.1 Surface landform
vrtač,A.1 Surface landform
apnencih,D.1 Abiotic
dolomitih,D.1 Abiotic
pleistocenskih,D.1 Abiotic
Vrtača,A.1 Surface landform
odprtina,D.1 Abiotic
zakraselega območja,C. Geome
tekoča voda,D.1 Abiotic
Požiralnik,A.3 Hydrological form
ponikva,A.3 Hydrological form
ponor,A.3 Hydrological form
podzemlje,C. Geome
abrazija,B.2 Loss
Erozija,B.2 Loss
plavja,D.1 Abiotic
peska,D.1 Abiotic
proda,D.1 Abiotic
kanali,A.2 Underground landform
plavje,D.1 Abiotic
upadu,B.2 Loss
vode,D.1 Abiotic
voda,D.1 Abiotic
abrazijski,B.2 Loss
aeracijska cona,C. Geome
neprežeto cono,A.3 Hydrological form
speleologijo,E.2 Method
pedologije,E.2 Method
alogena voda,D.1 Abiotic
korozijsko sposobnost,D.3 Property
talečega se,B.2 Loss
invazijske jame,A.2 Underground landform
alogene vode,D.1 Abiotic
kraške oblike,D.1 Abiotic
mehanska erozivnost,D.3 Property
alogene vode,D.1 Abiotic
avtigeni vodi,D.1 Abiotic
tokove,D.1 Abiotic
Voda,D.1 Abiotic
tokovi,D.1 Abiotic
nekrasa,C. Geome
pritekajo,B.1 Movement
obrobja,D.1 Abiotic
krasu,C. Geome
ledenika,D.1 Abiotic
laminarnem toku,D.1 Abiotic
prežeti coni,C. Geome
anastomotske jame,A.2 Underground landform
anastomoza,A.2 Underground landform
kanalov,A.2 Underground landform
anastmoze,A.2 Underground landform
votlin,A.2 Underground landform
lezik,A.2 Underground landform
kamninah,D.1 Abiotic
poroznostjo,D.3 Property
anastomoze,A.2 Underground landform
kamnine,D.1 Abiotic
votlin,A.2 Underground landform
kanalov,A.2 Underground landform
prostori,D.1 Abiotic
avtigena voda,D.1 Abiotic
krajevnih padavin,D.1 Abiotic
Voda,D.1 Abiotic
krasu,C. Geome
preniklih,D.3 Property
boeglijev efekt,D.3 Property
Agresivna voda,D.1 Abiotic
Sigotvorna voda,D.1 Abiotic
korozijo mešanice,B.2 Loss
oblikovanost,D. Entity/Element/Property
površin,D.1 Abiotic
voda,D.1 Abiotic
žlebove,D.1 Abiotic
rebra,D.1 Abiotic
kontinentalna zemeljska skorja,D.1 Abiotic
čisti kras,C. Geome
popolnega krasa,C. Geome
kraških kamnin,A.4 Other
zemeljska skorja,C. Geome
diferencialni element speleogena,D. Entity/Element/Property
faznih meja,D.3 Property
tokovnice,D.3 Property
Kalcijevomagnezijev karbonat,D.1 Abiotic
dolomit,D.1 Abiotic
Kristali,B. Process
ditrigonalno,D.3 Property
skalenoedrično,D.3 Property
romboeder,D.1 Abiotic
karbonat,D.1 Abiotic
Karbonatna kamnina,D.1 Abiotic
Primarni dolomit,D.1 Abiotic
sedimentacij o,B.3 Addition
Zogovicevemu efektu,E. Instrument or method
nekraška kamnina,D.1 Abiotic
dolomit,D.1 Abiotic
dolomit,D.1 Abiotic
kalcit,D.1 Abiotic
dolomitov,D.1 Abiotic
sekundarnih,D.1 Abiotic
dolomitizacijo,B. Process
diageneze,B. Process
kraška,D.1 Abiotic
kamnina,D.1 Abiotic
sedimentacij,B.3 Addition
eforacijski rov,A.2 Underground landform
freatični rov,A.2 Underground landform
eforacija,B. Process
kraško kamnin o,D.1 Abiotic
kraških oblik,D.1 Abiotic
površinski kras,C. Geome
eksokras,C. Geome
stiku,D.3 Property
ozračjem,D.1 Abiotic
kraških oblik,A.4 Other
prežeti coni,C. Geome
podzemski kras,C. Geome
endokras,C. Geome
neprežeti,C. Geome
kraških oblik,D.1 Abiotic
kraško kamnino,D.1 Abiotic
tajno odejo,D.1 Abiotic
podpovršinskemu krasu,C. Geome
epikras,C. Geome
stiku,D.3 Property
eksokras,C. Geome
površinskemu,C. Geome
epikraška voda,D.1 Abiotic
Vodno telo,D.1 Abiotic
zakraselo kamnino,D.1 Abiotic
Padavinska voda,D.1 Abiotic
neprežeto cono,C. Geome
neprežete cone,C. Geome
padavinah,D.1 Abiotic
tleh,D.1 Abiotic
curkov,D.1 Abiotic
jame,A.2 Underground landform
invazijske,A.2 Underground landform
Sloveniji,D.3.1 Geolocation
nasičena voda,D.1 Abiotic
voda,D.1 Abiotic
vodi,D.1 Abiotic
jamsko steno,A.2 Underground landform
niša,A.2 Underground landform
votlinica,A.2 Underground landform
dnom,D.1 Abiotic
odcedna voda,D.1 Abiotic
Kraška voda,D.1 Abiotic
recnega pretoka,D.1 Abiotic
kraško gmoto,C. Geome
suši,D.1 Abiotic
Voda,D.1 Abiotic
preceja,B.1 Movement
Pasaža,A.2 Underground landform
lisičina,A.2 Underground landform
topla jama,A.2 Underground landform
toplejši zrak,D.1 Abiotic
Pečnica,A.2 Underground landform
jama,A.2 Underground landform
zrak,D.1 Abiotic
periodično jezero,D.1 Abiotic
obdobno jezero,D.1 Abiotic
Jezero,D.1 Abiotic
kraški ravnik,A.1 Surface landform
Podi,A.1 Surface landform
površjem,D.1 Abiotic
podorna dvorana,A.2 Underground landform
Dvorana,D.1 Abiotic
podiranja,B.2 Loss
podorni stožec,D.1 Abiotic
skalovja,D.1 Abiotic
jami,A.2 Underground landform
brezen,A.2 Underground landform
podzemeljsko jezero,A.3 Hydrological form
jamsko jezero,A.3 Hydrological form
vode .,D.1 Abiotic
kotanja,D.1 Abiotic
podzemeljska bifurkacija,D.3 Property
Hidrološki pojav,B. Process
podzemski tok,D.1 Abiotic
Loškega potoka,D.3.1 Geolocation
porečjih,D.1 Abiotic
morjih,D.1 Abiotic
podzemeljska hidrografska mreža,C. Geome
kraškem podzemlju,C. Geome
votlin,A.2 Underground landform
podzemeljski rečni sistem,C. Geome
vodnih tokov,D.1 Abiotic
kraškem podzemlju,C. Geome
podzemeljska reka,A.3 Hydrological form
kraškem podzemlju,C. Geome
Reka,D.1 Abiotic
Na Slovenskem,D.3.1 Geolocation
polšna,A.2 Underground landform
jamo,A.2 Underground landform
brezno,A.2 Underground landform
vhodom,D.1 Abiotic
gibanje vode,B.1 Movement
Žlebiči,A.1 Surface landform
gravitacije,D.3 Property
žlebičev,A.1 Surface landform
microkarren,A.1 Surface landform
Preperevanje,B.4 Transformation
kamnine,D.1 Abiotic
kamnino,D.1 Abiotic
mladik gozdnega drevja,D.2 Biotic
Pogozdovanje,B. Process
sajenje,B. Process
zemljišču,D.1 Abiotic
gojitve,B. Process
obnove,B. Process
pomlajevanja,B. Process
zemeljskega površja,D.1 Abiotic
pokrajini Kras,D.3.1 Geolocation
Tržaškega zaliva,D.3.1 Geolocation
Kras,C. Geome
Ponvice,A.2 Underground landform
sige,A.2 Underground landform
kraškega površja,C. Geome
kemično preperevanje,B.4 Transformation
preoblikovanja,B.4 Transformation
raztapljanje,B.4 Transformation
odnašanje,B.2 Loss
podzemlje,C. Geome
mehansko preperevanje,B.4 Transformation
zmrzalnega preperevanja,B.4 Transformation
oblikovanju,B. Process
krasa,C. Geome
evapotranspiracija,B.4 Transformation
Mikroerodimeter,E.1 Instrument
podstavek,E.1 Instrument
sonda,E.1 Instrument
goli kras,C. Geome
površje,D.1 Abiotic
kamenja,D.1 Abiotic
polgoli,C. Geome
griža,A.1 Surface landform
škrapelj,A.1 Surface landform
lašti,A.1 Surface landform
kotanje,D.1 Abiotic
uvale,A.1 Surface landform
udornic,A.1 Surface landform
rušenje,B.1 Movement
udor,B.1 Movement
z Jamajke,D.3.1 Geolocation
stožčastega krasa,C. Geome
Cockpit Country,D.3.1 Geolocation
cockpit,A.1 Surface landform
kotanje,D.1 Abiotic
Jamajke,D.3.1 Geolocation
kraške kanale,A.2 Underground landform
