DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
dimnik,A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,dimnik|rov|stropu|površjem,"dimnik: Ožji rov v jamskem stropu, ki ima zvezo s površjem.",,,,,,,rov,,,ki ima zvezo s površjem|Ožji,,v jamskem stropu,,,,,,,,,,,,,,,v,,,,,,,
dinamična jama,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic,dinamična jama|klimodinamična jama|zunanjim zrakom|Jama|vhoda|zrakom,"dinamična jama, klimodinamična jama: Jama, ki je vse leto dobro prezračena, ker vse leto živahno komunicira z zunanjim zrakom. Navadno ima dva vhoda v neenaki višini, kar omogoča prepih vse leto. zrakom",,,,"Navadno ima dva vhoda v neenaki višini , kar omogoča prepih vse leto",,,Jama,ki je vse leto dobro prezračena,,,ker vse leto živahno komunicira z zunanjim zrakom,,,,,,,,,,,,,,,živahno komunicira z,,,,,,,,
klimodinamična jama,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic,dinamična jama|klimodinamična jama|zunanjim zrakom|Jama|vhoda|zrakom,"dinamična jama, klimodinamična jama: Jama, ki je vse leto dobro prezračena, ker vse leto živahno komunicira z zunanjim zrakom. Navadno ima dva vhoda v neenaki višini, kar omogoča prepih vse leto. zrakom",,,,"Navadno ima dva vhoda v neenaki višini , kar omogoča prepih vse leto",,,Jama,ki je vse leto dobro prezračena,,,ker vse leto živahno komunicira z zunanjim zrakom,,,,,,,,,,,,,,,živahno komunicira z,,,,,,,,
Dolek,A.1 Surface landform|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,suha dolinica|dolomitiziranih apnencih|Dolek|strmine|pobočju|dolomitih,"Dolek: Plitva, do nekaj metrov globoka odprta suha dolinica, navadno v smeri največje strmine na pobočju, pogosta zlasti na dolomitih in dolomitiziranih apnencih.",,,pogosta zlasti na dolomitih in dolomitiziranih apnencih,,,,suha dolinica,,,navadno v smeri največje strmine na pobočju|odprta,,,,,do nekaj metrov globoka|Plitva,,,,,,,,,,navadno v smeri,,,,,,,,,
dolomit,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.3 Property|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,magnezijev karbonat ( MgCO3 )|kalcijevega karbonata|apneniški dolomit|dolomitski apnenec|magnezijev karbonat|dolomit|Usedlina|kalcita|krušljivosti|grintovec|magnezijevega|dolomit,"dolomit: Usedlina, ki jo sestavlja magnezijev karbonat (MgCO3), navadno s primesjo kalcita. Zaradi krušljivosti ga ponekod imenujejo tudi grintovec. Po deležu magnezijevega in kalcijevega karbonata ločimo dolomit, apneniški dolomit, dolomitski apnenec itd. magnezijev karbonat",,,"ki jo sestavlja magnezijev karbonat ( MgCO3 ) , navadno s primesjo kalcita",,,,Usedlina,Zaradi krušljivosti ga ponekod imenujejo tudi grintovec,,,,,,,,,,apneniški dolomit|dolomitski apnenec|dolomit,,,,ki jo sestavlja,,,,,,,,,,,,
grintovec,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.3 Property|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,magnezijev karbonat ( MgCO3 )|kalcijevega karbonata|apneniški dolomit|dolomitski apnenec|magnezijev karbonat|dolomit|Usedlina|kalcita|krušljivosti|grintovec|magnezijevega|dolomit,"dolomit: Usedlina, ki jo sestavlja magnezijev karbonat (MgCO3), navadno s primesjo kalcita. Zaradi krušljivosti ga ponekod imenujejo tudi grintovec. Po deležu magnezijevega in kalcijevega karbonata ločimo dolomit, apneniški dolomit, dolomitski apnenec itd. magnezijev karbonat",,,"ki jo sestavlja magnezijev karbonat ( MgCO3 ) , navadno s primesjo kalcita",,,,Usedlina,Zaradi krušljivosti ga ponekod imenujejo tudi grintovec,,,,,,,,,,apneniški dolomit|dolomitski apnenec|dolomit,,,,ki jo sestavlja,,,,,,,,,,,,
dol,D.3.1 Geolocation|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,Dinarskem krasu|suho dolino|kraško polje|suha dolina|kraško polje|dol|vdolbine,"dol: Lj. na Dinarskem krasu za različne površinske vdolbine (suho dolino, kraško polje). Prim. suha dolina, kraško polje. na Dinarskem krasu",,,,,"za različne površinske vdolbine ( suho dolino , kraško polje ) na Dinarskem krasu",,vdolbine,,,,,,Lj . na Dinarskem krasu,,,,,suha dolina|kraško polje,,,,,,,,,,,,,,,,
dolina,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,kraška dolina|dolina|vrtačo,"dolina: Je internacionalni termin za vrtačo. V polpretekli dobi, včasih v sestavi kraška dolina, slovenski strokovni izraz za vrtačo.",,,,,Je internacionalni termin za vrtačo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vrtačo,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,kraška dolina|dolina|vrtačo,"dolina: Je internacionalni termin za vrtačo. V polpretekli dobi, včasih v sestavi kraška dolina, slovenski strokovni izraz za vrtačo.",,,,,Je internacionalni termin za vrtačo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prenikajoča voda,A.3 Hydrological form|A.3 Hydrological form|C. Geome|D.1 Abiotic|A.2 Underground landform|A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic|A.3 Hydrological form,prenikajoča voda|pronicajoča voda|aeracijski coni|skalne gmote|jamskega stropa|vodni curek|globinskih žil|voda|kapnica,"prenikajoča voda, pronicajoča voda: Padavinska voda, ki v aeracijski coni počasi premika skozi vodoprepustne skalne gmote. Voda, ki kaplja z jamskega stropa; od tod jamarski izraz kapnica. Združeno v potoček jo imenujemo tudi vodni curek, v nasprotju od globinskih žil.",,,,,,,Padavinska voda,počasi premika skozi vodoprepustne skalne gmote|kaplja z jamskega stropa,,,,v aeracijski coni,,,,,,,,,,,,,,,v,,,,,,,
vodni curek,A.3 Hydrological form|A.3 Hydrological form|C. Geome|D.1 Abiotic|A.2 Underground landform|A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic|A.3 Hydrological form,prenikajoča voda|pronicajoča voda|aeracijski coni|skalne gmote|jamskega stropa|vodni curek|globinskih žil|voda|kapnica,"prenikajoča voda, pronicajoča voda: Padavinska voda, ki v aeracijski coni počasi premika skozi vodoprepustne skalne gmote. Voda, ki kaplja z jamskega stropa; od tod jamarski izraz kapnica. Združeno v potoček jo imenujemo tudi vodni curek, v nasprotju od globinskih žil.",,,,,,,Padavinska voda,počasi premika skozi vodoprepustne skalne gmote|kaplja z jamskega stropa,,,,v aeracijski coni,,,,,,,,,,,,,,,v,,,,,,,
viseča voda,C. Geome|A.3 Hydrological form|B.1 Movement|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|B.2 Loss|B.1 Movement,aeracijski ( vadozni ) coni|viseča voda|navzdolžnega prenikanja|vododržni vložek|voda|kotanjah|upadu|prenikanja,"viseča voda: Je voda v aeracijski (vadozni) coni, ki jo je od navzdolžnega prenikanja odklonil vododržni vložek. Tudi stoječa voda, ki je ujeta v kotanjah po upadu vodne gladine. prenikanja",,,,,,,voda,,jo je od navzdolžnega prenikanja odklonil vododržni vložek,,,je ujeta v kotanjah,,,,,po upadu vodne gladine,,,,,,,,,,,,,,,,,po
piezometrični nivo,D.3 Property|D.1 Abiotic|C. Geome|A.2 Underground landform|D.3 Property|D.1 Abiotic,piezometrični nivo|vodna gladina|kraškem podzemlju|veznih posod|piezometer|ploskev,"piezometrični nivo, tudi piezometer: Je vsakokratna predpostavljena ploskev, do katere sega vodna gladina v kraškem podzemlju v sistemu veznih posod.",,,,,Je vsakokratna predpostavljena ploskev,,,,,,,v kraškem podzemlju v sistemu veznih posod,,,,,,,,,,,,,,,v|v,,,,,,,
piezometer,D.3 Property|D.1 Abiotic|C. Geome|A.2 Underground landform|D.3 Property|D.1 Abiotic,piezometrični nivo|vodna gladina|kraškem podzemlju|veznih posod|piezometer|ploskev,"piezometrični nivo, tudi piezometer: Je vsakokratna predpostavljena ploskev, do katere sega vodna gladina v kraškem podzemlju v sistemu veznih posod.",,,,,Je vsakokratna predpostavljena ploskev,,,,,,,v kraškem podzemlju v sistemu veznih posod,,,,,,,,,,,,,,,v|v,,,,,,,
gladina kraške vode,D.3 Property|D.1 Abiotic|A.3 Hydrological form|D.3 Property|D.3 Property|B.1 Movement|D.1 Abiotic|B. Process|B.1 Movement|D.3 Property,gladina kraške vode|kraška voda|slepih kanalih|Piezometrični nivo|nivo|pretaka|izvirom|stoji|oscilirata|vodostaja,"gladina kraške vode, nivo kraške vode: Pomeni nivo, od katerega se pretežno vodoravno in prosto pretaka kraška voda proti izvirom ali stoji (stoječa voda) v slepih kanalih. Piezometrični nivo oziroma gladina kraške vode oscilirata v odvisnosti od vodostaja.",,,,,"nivo , od katerega se pretežno vodoravno in prosto pretaka kraška voda proti izvirom ali stoji ( stoječa voda ) v slepih kanalih",Pomeni,nivo,,oscilirata v odvisnosti od vodostaja,,,,,,,,,,,,v odvisnosti od,,,,,,,,,,,,,
Območje osciliranja,C. Geome|A.3 Hydrological form,Območje osciliranja|vlažna cona,"Območje osciliranja: prehodna cona, periodično vlažna cona.",,,,,,,cona,vlažna,,,,,,,,,periodično,,,,,,,,,,,,,,,,,
gravitacijski vodni tok,A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic|C. Geome|B.1 Movement|D.3 Property|A.2 Underground landform,gravitacijski vodni tok|gravitacijska voda|vodni tok|kraškem podzemlju|pretaka|gravitacijsko|kanalih,"gravitacijska voda, gravitacijski vodni tok: Voda (vodni tok) v kraškem podzemlju, ki se pretaka gravitacijsko (težnostno) v kanalih ter v njih ne sega do stropa in ima prosto gladino (v nasprotju s tlačno gladino, ki je značilna za tlačni ali eforacijski tok).",,,,,,,vodni tok,,se pretaka gravitacijsko,,ne sega do stropa in ima prosto gladino,v kraškem podzemlju|v kanalih,,,,,,,,,,,,,,,,,,,,,,
gravitacijska voda,A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic|C. Geome|B.1 Movement|D.3 Property|A.2 Underground landform,gravitacijski vodni tok|gravitacijska voda|vodni tok|kraškem podzemlju|pretaka|gravitacijsko|kanalih,"gravitacijska voda, gravitacijski vodni tok: Voda (vodni tok) v kraškem podzemlju, ki se pretaka gravitacijsko (težnostno) v kanalih ter v njih ne sega do stropa in ima prosto gladino (v nasprotju s tlačno gladino, ki je značilna za tlačni ali eforacijski tok).",,,,,,,vodni tok,,se pretaka gravitacijsko,,ne sega do stropa in ima prosto gladino,v kraškem podzemlju|v kanalih,,,,,,,,,,,,,,,,,,,,,,
freatična cona,C. Geome|C. Geome|B.1 Movement|D.1 Abiotic|B.3 Addition|A.2 Underground landform,freatična cona|hidrografska cona|tlačno pretakanje|voda|zapolnjuje|votline,"freatična cona: Najnižja hidrografska cona, v kateri voda trajno zapolnjuje votline, prevladuje pa tlačno pretakanje.",,,,v kateri voda trajno zapolnjuje votline,,,hidrografska cona,,prevladuje pa tlačno pretakanje,,,,,,,,,,,,,,v kateri,,,,,,,,,,,
freatični vodni tok,A.3 Hydrological form|D.1 Abiotic|C. Geome|D.3 Property|B.3 Addition|A.2 Underground landform,freatična voda|Kraška voda|freatični coni|piezometričnim nivojem|Zapolnjuje|votline,"freatična voda, freatični vodni tok: Kraška voda (vodni tok) v freatični coni. Zapolnjuje votline pod piezometričnim nivojem (nivojem kraške vode).",,,,,,,Kraška voda,,,,Zapolnjuje votline,pod piezometričnim nivojem ( nivojem kraške vode|v freatični coni,,,,,,,,,,,,,,Zapolnjuje,v|pod,,,,,,,
freatična voda,A.3 Hydrological form|D.1 Abiotic|C. Geome|D.3 Property|B.3 Addition|A.2 Underground landform,freatična voda|Kraška voda|freatični coni|piezometričnim nivojem|Zapolnjuje|votline,"freatična voda, freatični vodni tok: Kraška voda (vodni tok) v freatični coni. Zapolnjuje votline pod piezometričnim nivojem (nivojem kraške vode).",,,,,,,Kraška voda,,,,Zapolnjuje votline,pod piezometričnim nivojem ( nivojem kraške vode|v freatični coni,,,,,,,,,,,,,,Zapolnjuje,v|pod,,,,,,,
ujeta voda,A.3 Hydrological form|C. Geome|D.1 Abiotic|A.2 Underground landform,ujeta voda|freatični coni|Voda|kanalih,"ujeta voda: Voda, ki v freatični coni stagnira v slepih ali nepovezanih kanalih.",,,,,,,Voda,,,,stagnira v slepih ali nepovezanih kanalih,v freatični coni,,,,,,,,,,,,,,,v,,,,,,,
zajezena kraška voda,A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic|D.3 Property|D.1 Abiotic|B.3 Addition|A.2 Underground landform,zajezena kraška voda|globoki freatični coni|kraška voda|piezometričnim nivojem|vodoneprepustne kamnine|zapolnjuje|votline,"zajezena kraška voda: Je podzemeljska kraška voda v globoki freatični coni, ki zapolnjuje vodoprehodne votline pod piezometričnim nivojem, katerega višino določajo vodoneprepustne kamnine.",,,,,,,kraška voda,,,,zapolnjuje vodoprehodne votline pod piezometričnim nivojem,v globoki freatični coni,,,,,,,,,,,,,,,v,,,,,,,
hidrogeološki izolator,A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|C. Geome|D.1 Abiotic|B. Process|B. Process,podzemeljski vodni tok|hidrogeološki izolator|Neprepustna kamnina|kraškem ozemlju|vložka|razdvaja|zajezuje,"hidrogeološki izolator: Neprepustna kamnina v kraškem ozemlju, navadno v obliki vložka, ki razdvaja porečji ali zajezuje podzemeljski vodni tok.",,,,,,,Neprepustna kamnina,,,v obliki vložka,ki razdvaja porečji ali zajezuje podzemeljski vodni tok|Neprepustna,v kraškem ozemlju,,,,,,,,,,,,,v obliki,razdvaja|zajezuje,v,,,,,,,
hladna jama,A.2 Underground landform|D.3 Property|D.3 Property|A.2 Underground landform|A.2 Underground landform|D.3 Property,hladna jama|žepaste oblike|zimski hlad|Hladnica|Jama|hladna,"Hladnica, hladna jama: Jama, ki je poleti nadpovprečno hladna, ker je žepaste oblike, z enim vhodom iznad votline, tako da se v njej zadržuje zimski hlad.",,,,,,,Jama,nadpovprečno hladna,ker je žepaste oblike,z enim vhodom iznad votline,tako da se v njej zadržuje zimski hlad,,,,,,poleti,,,,,,,,,zadržuje,,,,,,,,
Hladnica,A.2 Underground landform|D.3 Property|D.3 Property|A.2 Underground landform|A.2 Underground landform|D.3 Property,hladna jama|žepaste oblike|zimski hlad|Hladnica|Jama|hladna,"Hladnica, hladna jama: Jama, ki je poleti nadpovprečno hladna, ker je žepaste oblike, z enim vhodom iznad votline, tako da se v njej zadržuje zimski hlad.",,,,,,,Jama,nadpovprečno hladna,ker je žepaste oblike,z enim vhodom iznad votline,tako da se v njej zadržuje zimski hlad,,,,,,poleti,,,,,,,,,zadržuje,,,,,,,,
hodnik,A.2 Underground landform|A.2 Underground landform|B. Process,jamski rov|hodnik|hoja,"hodnik: Precejšen, dokaj enakomerno širok in visok jamski rov, po katerem je hoja razmeroma lahka.",,,,,,,jamski rov,po katerem je hoja razmeroma lahka,,,,,,,enakomerno širok|visok,,,,,,,,,,,,,,,,,,,
hum,D.1 Abiotic|D.3 Property|D.1 Abiotic|A.1 Surface landform|D.1 Abiotic|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,grič na ravnini|korozijsko-erozijsko-denudacijski ostanek|višjega reliefa|kraškega polja|osamljeno vzpetinico|hum|goričica|osamelce,"hum: V kraški literaturi pomeni osamljen korozijsko-erozijsko-denudacijski ostanek višjega reliefa, zlasti na dnu kraškega polja. Slovensko ljudsko tudi goričica za nizke osamelce (npr. na Cerkniškem polju). Ljudsko ime v vseh jugoslovanskih jezikih, v različnih inačicah (hom, holm, holmec, hum). Pomeni osamljeno vzpetinico, golico ali grič na ravnini, tudi izven krasa.",,,,,,,,osamljen,korozijsko-erozijsko-denudacijski ostanek višjega reliefa,grič na ravnini|osamljeno vzpetinico,,na dnu kraškega polja,,,,,,,,,,,,,,,na dnu,,,,,,,
ilovnate piramide,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.3 Property,ilovnate piramide|jamskem dnu|kapljajoča voda|piramide|ilovnatem,"ilovnate piramide: Nekaj centimetrov ali decimetrov visoke piramide v ilovnatem jamskem dnu, ki jih je izdelala kapljajoča voda.",,,,,,,piramide,,ki jih je izdelala kapljajoča voda,,,v ilovnatem jamskem dnu,,,Nekaj centimetrov ali decimetrov visoke,,,,,,ki jih je izdelala,,,,,,,,,,,visoke,,
zaobljena škraplja,A.1 Surface landform|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic,zaobljena škraplja|Škraplja|žlebovi|hrbti,zaobljena škraplja: Škraplja z zaobljenimi žlebovi in vmesnimi hrbti zaradi vplivov talne odeje v sedanjosti ali preteklosti.,,,,,,,Škraplja,,zaradi vplivov talne odeje v sedanjosti ali preteklosti .,z zaobljenimi žlebovi in vmesnimi hrbti,,,,,,,,,,,zaradi,,,,,,,,,,,,,
fosilna škraplja,A.1 Surface landform|D.1 Abiotic|A.1 Surface landform|A.1 Surface landform,fosilna škraplja|sedimenti|škraplja|škraplja,"fosilna škraplja: Z neprepustnimi sedimenti prekrita škraplja ali vsaka škraplja, ki ni v skladu s procesi v novem okolju.",,,,,,,škraplja,ki ni v skladu s procesi v novem okolju .,,Z neprepustnimi sedimenti prekrita,,,,,,,,,,,,,,,prekrita,,,,,,,,,
škrapljišce,A.1 Surface landform|D.1 Abiotic,škrapljišce|površje,škrapljišce: Na gosto s škrapljami posejano skalno površje.,,,,gosto s škrapljami posejano,,,skalno površje,,,,,,,,,,,,,,,,,,,,,,,,,,,
termokras,C. Geome|D.1 Abiotic|B.4 Transformation|B.4 Transformation|D.1 Abiotic,termokras|permafrostu|odtajanja|zmrzovanja|vode,"termokras: Zvegano, kraškemu površju podobno ozemlje na stalno zmrznjenih tleh (permafrostu). Ima samo oblikovno podobost s krasom, ne pa tudi genetične, ker nastaja zaradi neenakomernega sezonskega odtajanja in zmrzovanja vode v vrhnjem sloju nad trajno zmrlo podlago (permafrostom, merzloto).",,,,,,,ozemlje,,nastaja zaradi neenakomernega sezonskega odtajanja in zmrzovanja vode,"Zvegano , kraškemu površju podobno",,"v vrhnjem sloju nad trajno zmrlo podlago ( permafrostom , merzloto ) .|na stalno zmrznjenih tleh ( permafrostu )",,,,,,,,,nastaja zaradi,,,,podobno,,na,,,,,,,
trdota vode,D.3 Property|D.1 Abiotic|B.4 Transformation|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,trdota vode|karbonat kalcija|Mineralizacija|soli|vode|magnezija,trdota vode: Mineralizacija vode oz. količina raztopljenih soli v enem litru vode. Kraški vodi daje trdoto predvsem raztopljeni karbonat kalcija in magnezija.,,,,,količina raztopljenih soli v enem litru vode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celokupna trdota,D.3 Property|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,celokupna trdota|magnezijevih ionov|kalcijevih|vode,celokupna trdota: Je vsota kalcijevih in magnezijevih ionov v enem litru vode.,,,,,vsota kalcijevih in magnezijevih ionov v enem litru vode .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karbonatna trdota,D.3 Property|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,karbonatna trdota|kalcijevih ionov|ogljikovo kislino|magnezijevih,"karbonatna trdota: Je delež magnezijevih in kalcijevih ionov, ki so vezani na ogljikovo kislino.",,,,,"delež magnezijevih in kalcijevih ionov , ki so vezani na ogljikovo kislino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trebljenje krasa,E.2 Method|C. Geome|D.1 Abiotic,trebljenje krasa|polgolem krasu|kamnov,"trebljenje krasa: Odbijanje in odstranjevanje kamnov na polgolem krasu, na travnih površinah v gladini prsti za košnjo, na ornih zemljiščih v globini lemeža za varno oranje. V zgodovinski preteklosti pomembno delo, ki je v sedanjosti zamrlo.",,,,,Odbijanje in odstranjevanje kamnov,,,,,,za varno oranje|za košnjo,na travnih površinah v gladini prsti|na ornih zemljiščih v globini lemeža,,,,,,,,,,,,,,za|za,na|na|na,,,,,,,
troglobiont,D.2 Biotic|D.2 Biotic|C. Geome,Jamska žival|troglobiont|podzemlju,"troglobiont: Jamska žival, ki živi le v podzemlju.",,,,,,,Jamska žival,,,,,ki živi le v podzemlju,,,,,,,,,,,,,,,v,,,,,,,
troglofil,D.2 Biotic|D.1 Abiotic|D.2 Biotic|D.2 Biotic,Jamoljubna žival|zemeljskem površju|troglofil|netopir,"troglofil: Jamoljubna žival, ki živi obdobno na zemeljskem površju (npr. netopir).",,,,,,,Jamoljubna žival,,,,,ki živi obdobno na zemeljskem površju ( npr . netopir,,,,,,netopir,,,,,,,,,na,,,,,,,
trogloksen,D.2 Biotic|D.2 Biotic|A.2 Underground landform,trogloksen|Žival|jamo,"trogloksen: Žival, ki se v jamo samo zateče, biva v njej le obdobno.",,,,,,,Žival,,,,,"se v jamo samo zateče , biva v njej le obdobno",,,,,,,,,,,,,,,v,,,,,,,
udorna dolina,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,udorna dolina|Udorna vrtača|brezno|vodo,"udorna dolina: Udorna vrtača, tudi brezno s tekočo vodo na dnu.",,,,s tekočo vodo na dnu,,,Udorna vrtača,,,Udorna vrtača,,,,,,,,,,,,,s,,,,,,,,,,,
udorno vrtačo,A.1 Surface landform|A.1 Surface landform|A.2 Underground landform,udorno vrtačo|udornica|votlino,udornica: Depresijska oblika z očitno udornim nastankom nad votlino. Pogosto ime za udorno vrtačo.,,,,,,,Depresijska oblika,,z očitno udornim nastankom,,,nad votlino,,,,,,,,,z|nastankom,,,,,,nad,,,,,,,
udornica,A.1 Surface landform|A.1 Surface landform|A.2 Underground landform,udorno vrtačo|udornica|votlino,udornica: Depresijska oblika z očitno udornim nastankom nad votlino. Pogosto ime za udorno vrtačo.,,,,,,,Depresijska oblika,,z očitno udornim nastankom,,,nad votlino,,,,,,,,,z|nastankom,,,,,,nad,,,,,,,
ugrez,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic|B.1 Movement,ugrez|grez|Vrtača|sedimentih|ugrezanjem,"ugrez, grez: Vrtača ali manjša depresija v sipkih sedimentih, ki se ji pozna, da je nastala ali se poglobila z ugrezanjem.",,,,,,,Vrtača,,da je nastala ali se poglobila z ugrezanjem,depresija,,v sipkih sedimentih,,,manjša,,,,,,je nastala,,,,,,,,,,,,,
grez,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic|B.1 Movement,ugrez|grez|Vrtača|sedimentih|ugrezanjem,"ugrez, grez: Vrtača ali manjša depresija v sipkih sedimentih, ki se ji pozna, da je nastala ali se poglobila z ugrezanjem.",,,,,,,Vrtača,,da je nastala ali se poglobila z ugrezanjem,depresija,,v sipkih sedimentih,,,manjša,,,,,,je nastala,,,,,,,,,,,,,
uvala,A.1 Surface landform|D.3.1 Geolocation|A.1 Surface landform|A.1 Surface landform,kraškega polja|dinarskega krasa|uvala|vrtače,"uvala: Skledasta vdolbina, navadno manjša od kraškega polja in večja od vrtače, z neravnim, običajno z vrtacami razčlenjenim dnom. Ljudski izraz z dinarskega krasa.",,,,,,,vdolbina,,,"z neravnim , običajno z vrtacami razčlenjenim dnom|Skledasta",,,,,navadno manjša od kraškega polja in večja od vrtače,,,,,,,,,,,,,,,,,manjša od|večja od,,
biogena korozija,B.2 Loss|B.2 Loss|D.2 Biotic,biogena korozija|Korozija|organizmov,biogena korozija: Korozija pod vplivom organizmov.,,,,,,,Korozija,,pod vplivom organizmov,,,,,,,,,,,,pod vplivom,,,,,,,,,,,,,
korozija mešanice,B.2 Loss|B.2 Loss|D.1 Abiotic|D.3 Property,korozija mešanice|Korozija|vod|agresivna,"korozija mešanice: Korozija mešanice temperaturno ali kemično neenakih vod, ki je postala po mešanju ponovno agresivna.",,,,,,,Korozija,,"mešanice temperaturno ali kemično neenakih vod , ki je postala po mešanju ponovno agresivna",,,,,,,,,,,,,,,,,,,,,,,,,
aluvialna korozija,B.2 Loss|D.1 Abiotic|D.1 Abiotic|D.3 Property|A.1 Surface landform|A.1 Surface landform|B.2 Loss|B.1 Movement|D.1 Abiotic,aluvialna korozija|karbonatne podlage|ogljikovim dioksidom|prepustna dna|kraških polj|slepih dolin|korozija|premikanja|vode,"aluvialna korozija: Pospešena korozija karbonatne podlage, ki nastane zaradi premikanja vode skozi aluvialno odejo, bogato z ogljikovim dioksidom. Je značilna za prepustna dna kraških polj in slepih dolin, ki jih poglablja.",,,karbonatne podlage,,,,korozija,,"ki nastane zaradi premikanja vode skozi aluvialno odejo , bogato z ogljikovim dioksidom",,,značilna za prepustna dna kraških polj in slepih dolin,,ki jih poglablja,,,,,,,nastane zaradi,,,,,,značilna za,,,,,,,
podtalna korozija,B.2 Loss|D.1 Abiotic|B.2 Loss|D.1 Abiotic,podtalna korozija|karbonatne kamnine|Korozija|prstjo,podtalna korozija: Korozija karbonatne kamnine neposredno pod prstjo.,,,karbonatne kamnine,,,,Korozija,,,,,neposredno pod prstjo,,,,,,,,,,,,,,,neposredno pod,,,,,,,
robna korozija,B.2 Loss|B.2 Loss|B.2 Loss|D.1 Abiotic|D.1 Abiotic|A.1 Surface landform|B.2 Loss|A.1 Surface landform|A.1 Surface landform|B.2 Loss|D.1 Abiotic|D.3 Property|B.4 Transformation|A.1 Surface landform|D.1 Abiotic,robna korozija|obrobna korozija|krajna korozija|karbonatne kamnine|stene kotanj|kraških polj|Robna korozija|kraška polja|slepe doline|Korozija|naplavine|izpodžrte|razširja|vrtače|kotanj,"robna korozija, obrobna korozija, krajna korozija: Korozija karbonatne kamnine ob robu neprepustne naplavine, zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte. Robna korozija razširja kraška polja, slepe doline, vrtače in druge kotanje z naplavljenim dnom. kotanj",,,karbonatne kamnine,,,,Korozija,,,,,ob robu neprepustne naplavine,,"Robna korozija razširja kraška polja , slepe doline , vrtače in druge kotanje z naplavljenim dnom|zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte",,,,,,,,,,,,,ob robu,,,,zaradi katere so|razširja,,,
