REL_LABEL,REL_TOK,REL_FRAME
HAS_RESULT,ki lokalno hitreje poglablja površje,poglablja
HAS_RESULT,ki deluje linearno,ki deluje
HAS_RESULT,ustvarja linearne ( to je v določeni smeri razporejene ) depresijske površinske oblike,ustvarja
HAS_SIZE,Do nekaj centimetrov ali decimetrov široka in globoka,
HAS_CAUSE,nastala zaradi različnih vrst korozije,nastala zaradi
COMPOSITION_MEDIUM,skalna,
HAS_FORM,Pod preperino je širša in plitvejša,
HAS_FORM,ovalna,
COMPOSITION_MEDIUM,v apneniški skali,v
HAS_LOCATION,"pod prstjo ( zemljo , preperino )",pod
HAS_SIZE,Nekaj dm široka in globoka,
HAS_LOCATION,na skalnem površju,na
HAS_FORM,skoraj vodoravne ploskve,
HAS_CAUSE,Nastanejo z retrogradno ploskovno korozija,Nastanejo z
HAS_LOCATION,visokogorskega ( subnivalnega ) krasa,
HAS_SIZE,nekaj dm ali metrov široke,
HAS_FORM,zato so obicajno navzgor omejene s strmo stopnjo,
HAS_LOCATION,na jamskem stropu,na
HAS_CAUSE,S selektivno korozijo nastali,nastali
HAS_FORM,skalni izrastki,
HAS_LOCATION,pogosti v tropski klimi,
HAS_FORM,podobna odtisu pete,podobna
HAS_LOCATION,"ki je specifičen pojav razčlenjenih golih , največkrat visokogorskih skalnatih površin",
HAS_CAUSE,Nastaja z omejeno retrogradno ploskovno korozijo,Nastaja z
HAS_FORM,Polkrožna,
HAS_CAUSE,nastal s prevladujočim korozijskim procesom,nastal s
CONTAINS,so zanj značilne korozijske reliefne oblike,so zanj značilne
HAS_FORM,Okroglasta,
HAS_FORM,gladkih sten,
HAS_SIZE,s premerom nekaj centimetrov ali decimetrov,s premerom
HAS_LOCATION,"v stropu , na steni ali dnu jame",na|v
HAS_LOCATION,globlje v vodonosnik,globlje v
HAS_CAUSE,zaradi znižanja in razčlenjevanja kraškega površja,|||||
HAS_FORM,ki so zaradi znižanja in razčlenjevanja kraškega površja razkrite ali presekane,
HAS_CAUSE,ki jo je denudacijsko spuščanje površja razgalilo na površje,
CONTAINS,lahko vsebuje alohtone ter / ali avtohtone sedimente,lahko vsebuje
HAS_FORM,plitva,
HAS_LOCATION,na kraških tleh,na
HAS_FUNCTION,kjer se zaradi nepropustnega dna in pobočij zbira deževnica,kjer se
HAS_CAUSE,zaradi nepropustnega dna in pobočij,||||
STUDIES,razlaga izvora in nastanka jam,
HAS_FUNCTION,je proces spiranja gradiva izpod ruše ali krovnih usedlin s pomočjo tekoče vode,
HAS_FUNCTION,"kjer vlada zaradi poklinske prepustnosti kamnine podzemeljsko , kraško , pretakanje vode , učinkovito kemično raztapljanje kamnin",zaradi
CONTAINS,kjer so lahko razvite tudi značilne površinske in podzemeljske oblike,so lahko razvite
HAS_LOCATION,nad gozdno mejo,nad
CONTAINS,ki je širši kot izraza nivalni ali glacialni kras,
HAS_LOCATION,"ki je na območjih , kjer vode pritekajo iz fluvialnega geomorfnega sistema v kraškega ali obratno",kjer
HAS_CAUSE,je posledica popolne ali delne prekinitve dotoka vodnih tokov in nanašanja flišne naplavine na območje vršajev,je posledica
HAS_ATTRIBUTE,ki nimajo aktivnega procesa sedimentacije rečnih nanosov,ki nimajo
HAS_CAUSE,je zasipavanje dna rova s sedimenti in iztiskanje toka ter s tem tudi korozijskega procesa pod strop rova,
HAS_FORM,bodisi dolaste ali vrtačaste,
HAS_CAUSE,ki po stari Cvijićevi ( 1918 ) opredelitvi tvorijo v genetskem pogledu prehod od vrtač h kraškim poljem kot najvišjo obliko razvoja kraških globeli,
HAS_FORM,je lahko vodoravna ali navpična,
HAS_LOCATION,podzemeljsko,
HAS_FUNCTION,prehodno,
HAS_LOCATION,v kamnini,v
HAS_SIZE,je vsaj 10 m dolga ali globoka,
COMPOSITION_MEDIUM,v kamnini,v
HAS_LOCATION,podzemna,
HAS_CAUSE,naravna,
HAS_SIZE,"je dovolj velika , da je prehodna za človeka","je dovolj velika , da"
HAS_ATTRIBUTE,naravno,
HAS_FUNCTION,je prehodna človeku,je prehodna
HAS_SIZE,je vsaj deset metrov dolga ali globoka,
HAS_ATTRIBUTE,naravna,
HAS_LOCATION,v kamnini,v
HAS_FUNCTION,je prehodna človeku,
HAS_LOCATION,podzemna,
HAS_FUNCTION,prehodna,
HAS_FORM,"nasprotno od brezna , ki je navpično",nasprotno od
HAS_FORM,pretežno horizontalna,
HAS_FUNCTION,za človeka prehodna,
HAS_LOCATION,v kraški kamnini,v
HAS_CAUSE,"Glede na nastanek ločimo brezstropo , korozijsko , tektonsko , fosilno , obpobočno in podpobočno jamo",Glede na nastanek ločimo
HAS_FORM,na površju dajejo videz plitvih in podolgovatih kotanj,
CONTAINS,so velikokrat zapolnjeni z avtohtonimi ali alohtonimi sedimenti,
HAS_ATTRIBUTE,zadnji stadij razvoja jam,
HAS_CAUSE,Površinska denudacija razgali nekdanje jamske rove,razgali
HAS_CAUSE,"ki nastane , ko površje zaradi denudacije prereže podzemno votlino",
HAS_SIZE,največje,
HAS_FORM,"podolgovato , uravnano dno z jasno izraženim prehodom v višji obod",
HAS_ATTRIBUTE,kraška hidrologija,
HAS_FORM,sklenjen obod nad razmeroma uravnanim obsežnim dnom,
COMPOSITION_MEDIUM,v živoskalni podlagi,v
HAS_FORM,"uravnano , tudi terasirano dno",
HAS_FUNCTION,kraški odtok ; površinske vode na polju ponikajo,ponikajo
HAS_FORM,zaokrožena depresija s strmo vzpenjajočim se obodom,
COMPOSITION_MEDIUM,v nesortiranih naplavinah,v
HAS_LOCATION,vsaj na eni strani polja,vsaj na
HAS_LOCATION,v krasu,v
HAS_FORM,otoke fluvialnega reliefa,
HAS_SIZE,večje,
HAS_FORM,jasno zaokrožene,
HAS_FORM,uravnane depresije s posebnimi pritočnimi in odtočnimi značilnostmi,
CONTAINS,"ki ima razvite vse tipične kraške oblike , vključno s kraškimi polji",ima razvite
HAS_ATTRIBUTE,ki je odvisen od temperature,je odvisen
HAS_LOCATION,kras v kredi,
HAS_LOCATION,moravski kras,
HAS_FORM,Nekatere novejše tipologije po analogiji delijo kras na nižji in valovit srednjeevropski ter bolje razvit sredozemski kras,
HAS_POSITION,v južni Angliji in severni Franciji,
HAS_ATTRIBUTE,molekule vode se gibljejo vzporedno v smeri gibanja vodnega toka,
HAS_FORM,pri katerem so tokovnice ves čas vzporedne,
HAS_FORM,brez mešanja oziroma pravokotne komponente premikanja,brez
HAS_CAUSE,"ni vezan na kraške procese , ampak je rezultat neenakomernega taljenja permafrosta poleti in zmrzovanja pozimi",je rezultat
HAS_FUNCTION,ki je neprepustna oziroma ni zmožna hraniti ali prevajati pomembnejših količin vode,ki je
HAS_FUNCTION,"ki lahko vsebujejo pomembnejše količine vode , prepojene z vodo pa vode ne prevajajo",ki lahko vsebujejo
MEASURES,v katerih se meri višino podzemne vode v vodonosnikih,v katerih se meri
HAS_FUNCTION,da prevaja tekočine,
MEASURES,hidravlična prevodnost,
HAS_LOCATION,Zgornji del vadozne cone predstavlja,predstavlja
HAS_LOCATION,Prehodno cono med vadozno in freatično cono,
HAS_LOCATION,Najnižja cona kraškega vodonosnika,Najnižja cona
HAS_FUNCTION,kjer površinske vode odtekajo v podzemlje,odtekajo|kjer
HAS_ATTRIBUTE,ki se napajajo predvsem z alogenimi tokovi,se napajajo
HAS_CAUSE,ki nastane z neposrednim delovanjem tekoče vode,nastane
HAS_CAUSE,naravni,
HAS_CAUSE,posledica delovanja kondenzne vode na kamnino,posledica
HAS_FUNCTION,"ki zadržuje vodo , ki se steka s kraškega površja v podzemlje",zadržuje
CONTAINS,"so žlebovi in žlebiči , kotlice in vdolbinice , štrline in odlomi ter odkruški",
DEFINED_AS,"suh , hladen , padajoč in sunkovit SV veter",
HAS_SIZE,okoli 500 km2 velika,velika
COMPOSITION_MEDIUM,apneniška,
HAS_POSITION,v jugozahodni Sloveniji,v
HAS_FUNCTION,ki omogoča kemično raztapljanje karbonatov,omogoča
HAS_FORM,z ravnim dnom,z
HAS_CAUSE,korozijske,
HAS_SIZE,velike od nekaj cm2 do nekaj m2,velike
HAS_LOCATION,bodisi na površju ali subkutano,
HAS_CAUSE,korozijske,
HAS_CAUSE,ki nastajajo s korozijo vode,nastajajo
HAS_FORM,"Manjše , poklinaste",
HAS_SIZE,Manjše,
HAS_CAUSE,nastanejo pa ob manjših nezveznostih v kamnini,nastanejo pa ob
HAS_SIZE,lahko globlje od 50 cm in dolge nekaj metrov,lahko globlje
HAS_FORM,polkrožne,
HAS_CAUSE,ki nastanejo po strmcu kamninskega bloka navzdol,nastanejo
HAS_POSITION,"med Tržaškim zalivom in Vipavsko dolino v regiji , ki jo imenujemo Kras",med
HAS_FORM,je bolj široka kot globoka,
HAS_SIZE,navadno globoka več metrov,navadno globoka
HAS_LOCATION,kjer je dinamika odlaganja večja od dinamike raztapljanja karbonatov,kjer je
HAS_LOCATION,do katere se karbonati še odlagajo,do katere se|odlagajo
HAS_CAUSE,sedimentna,
COMPOSITION_MEDIUM,ki jo sestavljata minerala dolomit ( več kot 50 utežnih odstotkov ) in kalcit,jo sestavljata
HAS_ATTRIBUTE,na površini izdanjajo v manjši meri kakor karbonati,
HAS_LOCATION,ki so prisotne pod približno 25 odstotki celinskega površja,ki so prisotne pod
HAS_CAUSE,ki so nastale z izločanjem mineralov iz prenasičene solne raztopine zaradi popolne ali le delne evaporacije vode,ki so nastale z
HAS_ATTRIBUTE,saj se najhitreje izloči iz vode,
HAS_ATTRIBUTE,ki se pri evaporaciji prvi izloči iz vode,
HAS_CAUSE,ki nastane z metamorfozo apnencev in dolomitov pri povišanih tlakih in temperaturi,ki nastane z
HAS_LOCATION,v kamnini,v
HAS_CAUSE,ki nastanejo zaradi delovanja napetosti,ki nastanejo zaradi
HAS_CAUSE,kemično preperevanje oziroma raztapljanje,
HAS_LOCATION,predvsem v sušnejših klimatskih okoljih,predvsem v
HAS_POSITION,na Zemljinem površju,na
COMPOSITION_MEDIUM,v čisti vodi,v
CONTAINS,"sestavljeno iz zaporednih vertikalnih stopenj , ki jih povezujejo police ali zvezni rovi",sestavljeno iz
HAS_FORM,V prečnem profilu je rov špranjast,V prečnem profilu je
HAS_FORM,Podobno je vodnjaku,Podobno je
HAS_FORM,Ima gladke stene in enakomerno širino,Ima
HAS_FORM,Navzdol se razširja v obliki zvona,Navzdol se razširja v obliki
CONTAINS,V njem se večji del leta ali trajno zadržujejo večje ledene gmote,zadržujejo
HAS_FUNCTION,"Lj . tudi ledenik , ker so iz dostopnih ledenih brezen nekdaj izvažali led",
CONTAINS,Večji del leta se v njem zadržuje sneg ali pa ga sneg celo zapolnjuje,
DEFINED_AS,Oblika podtalnega krasa,
CONTAINS,zapolnjeno z ilovico,zapolnjeno z
CONTAINS,"pretežno zapolnjeno s klastičnimi sedimenti , to je gruščem , prodom , ilovico in pod",pretežno zapolnjeno s
HAS_CAUSE,Nastane z udorom nad votlino,Nastane z
HAS_CAUSE,Nastalo je s tektonskim odmikom skladov in ga drugi procesi niso bistveno preoblikovali,Nastalo je s
HAS_FORM,ima stene vidno korozijsko razčlenjene,ima
HAS_CAUSE,Nastalo je pretežno s korozijskim delovanjem vode,Nastalo je pretežno s
CONTAINS,in ima jasne erozijske oblike,in ima
HAS_CAUSE,Nastalo je pretežno z mehaničnim delovanjem tekoče vode,Nastalo je pretežno z
HAS_CAUSE,Oblikovali so ga različni procesi,Oblikovali so ga
HAS_FUNCTION,"Po nekaterih razlagah je zatrpano in mrtvo , po drugih pa se spričo drugačnih speleogenetskih procesov v sedanjosti ne spreminja",
HAS_CAUSE,nastalo v preteklih geoloških dobah,nastalo v
HAS_FORM,Odpira se v stropu in sega na površje ali v višjo votlino,Odpira se v
HAS_FORM,večji uravnani deli,
HAS_LOCATION,na strmih pobočjih,
HAS_FORM,je v tlorisu bolj ali manj okrogle oblike,oblike
HAS_FORM,vodoravna,
HAS_FUNCTION,v katero teče potok ali reka,v katero teče
HAS_SIZE,večja,
HAS_LOCATION,v skalnem koritu,v
HAS_FUNCTION,ki požira vodo,
COMPOSITION_MEDIUM,v kraškem ozemlju,v
HAS_FORM,s sklenjenim višjim obodom in ravnim dnom,
HAS_CAUSE,nastali z odmikom pobočja nad ponori,nastali z
HAS_FORM,strmi ali navpični,
HAS_CAUSE,je rezultat litološke in tektonske zgradbe ter njenega dosedanjega geomorfološkega preoblikovanja,je rezultat
CONTAINS,površinske in podzemne reliefne oblike,
HAS_CAUSE,zaradi razpoklinske prepustnosti in topnosti kamnin,
HAS_CAUSE,so nastale kot posledica kemičnega in mehanskega delovanja vode,so nastale kot posledica
COMPOSITION_MEDIUM,"v karbonatnih kamninah , v apnencu in dolomitu",v
HAS_FORM,"okroglaste oblike , ki se začne poglabljati v površje z vidnim prelomom strmine",oblike
HAS_CAUSE,podzemsko spiranje prepereline in drobirja ( lahko pomembno prispevajo k denudaciji ),
HAS_CAUSE,"preperevanje ( prvotni geomorfni proces , ki lahko preoblikuje površje brez stalnih površinskih vodnih tokov )",
HAS_CAUSE,"erozija ( pomembna tam , kjer rastje ne varuje podlage )",
HAS_CAUSE,polzenje,
HAS_CAUSE,akumulacija ( gradivo se odlaga na stiku pobočja in dna dolca ter v dnu dolca ),
HAS_CAUSE,denudacija ( ki lahko preko trenja med preperelino in podlago pomaga oblikovati začetno obliko dolca,
HAS_FORM,je bolj plitva kot je dolga,
HAS_FORM,brez površinskega vodnega pretakanja,brez
HAS_FORM,plitva dolinasta,
HAS_ATTRIBUTE,najpogostejši tip kraške vzpetine,
HAS_FORM,višji deli kraškega reliefa,
HAS_FORM,"je v veliki meri razrezano z dolinami , večina katerih ima svoje začetne dele na krasu",
CONTAINS,dolinami,
HAS_LOCATION,na pobočju,
HAS_FORM,plitva dolinasta reliefna oblika,oblika
HAS_ATTRIBUTE,brez površinskega vodnega pretakanja,brez
HAS_LOCATION,se pojavljajo med različnimi depresijskimi oblikami,se pojavljajo med
HAS_FORM,ki je razrezano z rečnimi dolinami,
HAS_LOCATION,večina njihovih začetnih delov pa je na krasu,
COMPOSITION_MEDIUM,na stiku kraških in nekraških kamnin,na stiku
HAS_ATTRIBUTE,kjer se prepletata fluvialni in kraški geomorfni sistem,se prepletata
CONTAINS,se prepletata fluvialni in kraški geomorfni sistem,||||||
HAS_LOCATION,površinska oblika,
COMPOSITION_MEDIUM,kontaktnega krasa,
HAS_LOCATION,ki nastane na območju izvirov,nastane na območju
HAS_CAUSE,kjer vode pritekajo iz kraške kamnine,
HAS_LOCATION,končni del zatrepne doline,
COMPOSITION_MEDIUM,stik med kraškimi in nekraškimi kamninami,stik med
HAS_FORM,vidnih le malo kraških potez,vidnih
HAS_CAUSE,jo izoblikujejo ponikalnice v krasu,jo izoblikujejo
CONTAINS,predvsem kraški ponor in dobro prevodni kanali,
COMPOSITION_MEDIUM,so se razvile na rečnih naplavinah,so se razvile na
HAS_CAUSE,ki nastane pred čelom mirujočega ledenika,nastane
HAS_FORM,stožčaste oblike,
COMPOSITION_MEDIUM,prodno-peščena,
HAS_LOCATION,na kontaktnem   krasu,na
HAS_LOCATION,površinske,
HAS_LOCATION,na   krasu,na  
HAS_LOCATION,na območjih vršajev,na območjih
HAS_CAUSE,nastanejo s postopno denudacijo flišne naplavine in kemično denudacijo karbonatne podlage,nastanejo s
HAS_FORM,Njihovi podolžni profili so izrazito konkavni v zgornjih delih,
HAS_FORM,v osrednjih in spodnjih delih pa imajo značilno konveksno obliko,
HAS_FORM,v tlorisu pahljačaste oblike,v tlorisu
COMPOSITION_MEDIUM,v spodaj ležeči karbonatni matični podlagi,v
OCCURS_IN_TIME,se sedimentacija vršaja prekine,
HAS_CAUSE,zaradi neenakomerne denudacije kraškega površja,zaradi
HAS_LOCATION,na karbonatni podlagi,na
HAS_CAUSE,do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko,
HAS_CAUSE,"Po nastanku pa jih ločimo na korozijske , udorne , sufozijske in posedne ( Ford , Williams , 2007 )",Po nastanku pa jih ločimo na
HAS_LOCATION,na apnencih,na
HAS_LOCATION,na dolomitih jih navadno ni,na
HAS_FORM,"Po obliki jih   Slovenska kraška terminologija   ( Gams in sod . , 1973 ) deli na skledaste , lijakaste , kotlaste in vodnjakaste",deli na|Po obliki jih
HAS_LOCATION,na karbonatih in evaporitih,na
HAS_LOCATION,na pleistocenskih in oligocenskih konglomeratih,na
HAS_FORM,je bolj široka kot globoka,
HAS_SIZE,navadno globoka več metrov,
HAS_LOCATION,v podzemlje,v
HAS_LOCATION,v tleh zakraselega območja,v
HAS_FORM,lijakasta,
HAS_CAUSE,"Pojavi se šele tedaj , ko so kanali dovolj veliki , da jih plavje ob upadu hitrosti vode ne zadela",ko so kanali dovolj veliki
HAS_CAUSE,"Erozija s pomočjo plavja , predvsem peska in proda",s pomočjo
HAS_CAUSE,"V profilu "" ključavnice "" je zgornji , okrogli do elipsasti del izdolbla čista voda , spodnji , debrski paje abrazijski",izdolbla
HAS_SIZE,zbrane v sorazmerno večje tokove,
HAS_CAUSE,Zato nastajajo najopaznejše kraške oblike,nastajajo
HAS_LOCATION,"v krasu , ki tja priteče z nekrasa",v|z
HAS_RESULT,dolbejo invazijske jame,
HAS_LOCATION,na vtokih alogene vode,na
HAS_LOCATION,z nekraškega obrobja,z
HAS_ATTRIBUTE,korozijsko sposobnost,
HAS_LOCATION,s talečega se ledenika,s
OCCURS_IN_TIME,V času snovanja,
HAS_LOCATION,vzdolž lezik,vzdolž
HAS_CAUSE,Nastane ob laminarnem toku,Nastane ob
HAS_FORM,Preplet drobnih kanalov,
COMPOSITION_MEDIUM,v kamninah z veliko medzemsko poroznostjo,v
HAS_RESULT,znane pa so tudi popolnoma anastomotske jame z večjimi prostori,
HAS_RESULT,V fazi rasti se običajno izoblikuje manjše število kanalov,
HAS_LOCATION,v prežeti coni,v
HAS_FORM,trodimenzionalni,
HAS_SIZE,prostornina nenačete kamnine manjša od prostornine votlin,
HAS_LOCATION,V območju anastomoze,V
HAS_FORM,kot planarni sklopi votlin,
HAS_FUNCTION,cepijo in spajajo,
HAS_LOCATION,v krasu,v
HAS_CAUSE,ki se napaja izključno s preniklih krajevnih padavin,ki se napaja izključno s
HAS_CAUSE,"glede na to , ali je voda , ki jih obliva , agresivna , ali sigotvorna",
HAS_CAUSE,"Sigotvorna voda , obratno , ogladi izbočene površine in oblikuje rebra na previsnih",
HAS_CAUSE,Agresivna voda ogladi previsne površine in vreže žlebove v izbočene,
HAS_FORM,previsnih oz . izbočenih površin,
COMPOSITION_MEDIUM,če bi bila vsa kontinentalna zemeljska skorja izključno iz kraških kamnin,iz
HAS_LOCATION,ki stoji pravokotno na tokovnice,ki stoji pravokotno na
HAS_FORM,Obroč faznih meja,
COMPOSITION_MEDIUM,Kalcijevomagnezijev,
HAS_FORM,"Kristali ditrigonalno skalenoedrično , najbolj razširjena oblika je romboeder",oblika
HAS_CAUSE,Nastanejo z dolomitizacijo v času zgodnje ali pome diageneze,Nastanejo z
HAS_FUNCTION,"deluje dolomit v gotovih razmerah kot kraška , v drugih pa kot nekraška kamnina",kot|deluje
HAS_CAUSE,nastane neposredno s sedimentacij o v posebnih razmerah,nastane
COMPOSITION_MEDIUM,ki jo sestavljata minerala dolomit ( > 90 % ) in kalcit,ki jo sestavljata
HAS_LOCATION,ki nastanejo na stiku med kraško kamnin o in ozračjem,na
CONTAINS,Skupnost vseh kraških oblik,Skupnost
HAS_LOCATION,ki nastanejo v neprežeti in prežeti coni,v
CONTAINS,Skupnost vseh kraških oblik,Skupnost
CONTAINS,Skupnost vseh kraških oblik,Skupnost
HAS_LOCATION,ki nastanejo na stiku med kraško kamnino in tajno odejo,na
OCCURS_IN_TIME,ki naj bi po večjih padavinah nastalo,po
HAS_POSITION,V Sloveniji,
HAS_LOCATION,v tleh tik nad zakraselo kamnino,v|nad
HAS_RESULT,Zato naj bi bile vse jame neprežete cone do neke mere invazijske,
HAS_CAUSE,Padavinska voda naj bi se zbrala že v tem območju in v neprežeto cono vtekala v obliki posameznih curkov,
HAS_FUNCTION,ki ni več sposobna korodirati,ni več sposobna
HAS_LOCATION,vglobljena v jamsko steno,vglobljena v
HAS_FORM,oglata,
HAS_SIZE,Manjša,
HAS_FORM,z ravnim ali položnim dnom,
HAS_LOCATION,skozi kraško gmoto do vecjih žil,
HAS_FUNCTION,ki tvori glavnino recnega pretoka po daljši suši,tvori glavnino
HAS_FUNCTION,ki se počasi preceja,
HAS_FORM,ravna,
HAS_FORM,v notranjosti se dvigajoča,v notranjosti
HAS_FUNCTION,v kateri je pozimi ujet toplejši zrak,
HAS_ATTRIBUTE,Topla,
HAS_FUNCTION,ki obdobno presiha,
HAS_LOCATION,Visokogorski,
COMPOSITION_MEDIUM,s skalnim površjem,
HAS_LOCATION,z znaki podiranja na stropu in dnu,na stropu|dnu
HAS_LOCATION,v jami,v
HAS_FORM,Stožčast,
HAS_LOCATION,na dnu vhodnih brezen,na dnu
COMPOSITION_MEDIUM,kup skalovja,
HAS_SIZE,Večja,
HAS_LOCATION,jamska,
HAS_POSITION,raztekanje Loškega potoka v izvire Rinže - Kolpe in Krke,v
DEFINED_AS,"da se enotni podzemski tok v podzemlju vilici , razteka in izvira v dveh oddaljenih krajih , v dveh porečjih ali morjih",v
HAS_LOCATION,v podzemlju,|
OCCURS_IN_TIME,"stalno , periodično ali obdobno",
COMPOSITION_MEDIUM,z vodo zalitih votlin,
HAS_LOCATION,v kraškem podzemlju .,v
HAS_LOCATION,v kraškem podzemlju,v
HAS_LOCATION,v kraškem podzemlju,v
HAS_FORM,z majhnim vhodom,
HAS_FORM,linearne oblike,
HAS_CAUSE,"ki nastanejo zaradi gravitacije , ki povzroči gibanje vode po strmcu navzdol",ki nastanejo zaradi
HAS_SIZE,Najmanjšo obliko,
HAS_CAUSE,naravni,
HAS_RESULT,"ki kamnino v času razkroji na delce , iz katerih je sestavljena",razkroji
HAS_RESULT,"zaradi gojitve ali obnove , pomlajevanja gozdov",zaradi
HAS_LOCATION,na določenem zemljišču,na
HAS_POSITION,v zaledju Tržaškega zaliva .,v
DEFINED_AS,ki je dobil ime po pokrajini Kras,
HAS_LOCATION,v podzemlje,v
HAS_LOCATION,v tropskih geografskih širinah,v
HAS_CAUSE,so intenzivna evapotranspiracija in zanemarljivo mehansko preperevanje,
COMPOSITION_MEDIUM,iz razpadlega kamenja,iz
HAS_SIZE,Večje,
HAS_LOCATION,značilno za polgoli in goli kras,
HAS_FORM,gruščnato,
HAS_SIZE,Večje,
HAS_FORM,v tlorisu bolj nepravilnih oblik,tlorisu
DEFINED_AS,rušenje jamskih stropov do površja,
HAS_RESULT,Osnovni mehanizem nastanka udornic,
DEFINED_AS,kotanje podobne arenam za petelinje boje,
DEFINED_AS,proces spiranja drobnega materiala krovnine,
HAS_LOCATION,v kraške kanale,v
HAS_LOCATION,vstran od njega,vstran od
HAS_POSITION,"Škratovka , Lijak",
HAS_LOCATION,neposredno nad stalnejšim izvirom,nad
HAS_POSITION,Krška jama,
HAS_CAUSE,ki deluje ob višji vodi,deluje
HAS_LOCATION,ko nižji stalnejši izvir ne zmore vse iz podzemlja pritekajoče vode,ko
HAS_FORM,s strmimi ali navpičnimi pobočji,
HAS_SIZE,nekaj metrov širok,
HAS_LOCATION,vzdolž razpok,vzdolž
HAS_POSITION,na Portoriku,
HAS_LOCATION,v visokogorskem krasu,v
HAS_FORM,globok premočrten jarek,
DEFINED_AS,"morfoloških , hidroloških ali drugih značilnosti , ki predstavljajo kras",
DEFINED_AS,celokupnost kraških značilnosti ali sinonim za kras,
CONTAINS,ki ga lahko razčlenjujejo drobne in srednjevelike kraške kotanje,
HAS_FORM,uravnano,
HAS_LOCATION,"v robnih apnencih ob vododržnih kamninah , s katerih priteka agresivna voda",ob|v
CONTAINS,kjer nastopajo značilne površinske kraške oblike,
HAS_POSITION,Notranjsko podolje .,
CONTAINS,tudi niz nižjega kraškega sveta,niz
CONTAINS,"kraških polj , uval , suhih dolin",
HAS_FORM,Podolžni,
CONTAINS,"celokupnost votlin , zlasti jam in brezen",
HAS_FUNCTION,vodnoprepustna,
HAS_FORM,Prevotljena,
HAS_LOCATION,kraškega ozemlja,ozemlja
CONTAINS,kraškim odtokom,
HAS_FORM,z ravnim dnom,
HAS_SIZE,Največja,
CONTAINS,ima ponikalnico in strm obod,ima
HAS_FORM,s trajnim ali skoraj trajnim jezerom v dnu ali delu dna,v dnu ali delu dna
HAS_POSITION,Planinsko polje,
OCCURS_IN_TIME,letno nastopajo poplave,
HAS_POSITION,Planinsko polje,
HAS_FUNCTION,dno polja predstavlja jez za podzemeljske kraške pretoke,predstavlja jez za
COMPOSITION_MEDIUM,Iz vodonepropustnih ali slabo prepustnih kamnin sestavljeno,sestavljeno
CONTAINS,v katerem ni površinskega trajnega ali periodičnega vodnega toka ali poplav,
HAS_LOCATION,na stiku med vododržnimi in vodoprepustnimi kamninami,na stiku med
HAS_LOCATION,na robnih karbonatnih kamninah na stiku z večjim kompleksom neprepustnih kamnin,na stiku z|na
HAS_CAUSE,nastala s korozijo,nastala s
HAS_FORM,"Sestavljena iz iz dveh sosednjih vrtač , ki prehajata ena v drugo",Sestavljena iz iz
HAS_RESULT,v kateri so nastale sekundarne vrtače,so nastale
HAS_LOCATION,Nastala v primarni vrtači,v
HAS_CAUSE,Nastala je z udorom,Nastala je z
CONTAINS,Z vodoneprepustnimi sedimenti zapolnjena,Z
HAS_ATTRIBUTE,ki je zastala v razvoju,
COMPOSITION_MEDIUM,v sipskem gradivu,v
HAS_CAUSE,ki je nastala s sufozijo ( to je spiranjem pod rušo ),je nastala s
HAS_FUNCTION,ki tvorijo dolinasto depresijo,ki tvorijo
DEFINED_AS,Proces nastajanja krasa,
OCCURS_IN_TIME,Pričetek kraškega razvoja po odstranitvi neprepustnega pokrova,
HAS_CAUSE,"Kras nastaja s kraškimi procesi , med katerimi je v ospredju korozija",nastaja s
HAS_FORM,"ki se na zgornjem koncu , često ob izviru potoka , slepo konča s strmim zaključkom",
HAS_LOCATION,na krasu,na
HAS_FORM,Žlebaste,
HAS_FORM,s polkrožnim prečnim prerezom,
HAS_FORM,potekajoče po smeri največjega strmca po kompaktni kamnini,potekajoče po
HAS_LOCATION,na jamskem dnu ali steni,na
HAS_FORM,z okroglastimi previsnimi stenami,z
HAS_FORM,v obliki korita,v obliki
HAS_CAUSE,ki je posledica nekdanje zapolnjenosti s humusom,je posledica
HAS_FORM,Zaviti,
HAS_LOCATION,navadno na zložnejšem pobočju,navadno na
HAS_FORM,podobni zvijugani tokavi,podobni
HAS_LOCATION,Na vrhu golih skalnih reber začenjajoči se,Na vrhu
HAS_SIZE,drobni,
HAS_FORM,često meandrast,
HAS_SIZE,večji,
HAS_LOCATION,na jamskem stropu,na
HAS_FORM,ki imajo zaobljene vmesne hrbte,
CONTAINS,z gostimi žlebiči,z
COMPOSITION_MEDIUM,Skalno,
CONTAINS,z značilnimi vzpetinicami v obliki stožcev ( stogov ),z
DEFINED_AS,Posebna oblika tropskega krasa,Posebna oblika
CONTAINS,mu dajejo vrtace znacilen izgled,
HAS_ATTRIBUTE,Nasprotje od merokrasa,
HAS_SIZE,globoki,
CONTAINS,"z vsemi kraškimi pojavi , vključno polji",z|vključno
HAS_LOCATION,za srednjeevropski kras,
HAS_ATTRIBUTE,"delni , nepopolni",
HAS_CAUSE,ki le delno podlegajo zakrasevanju,podlegajo
COMPOSITION_MEDIUM,"v kamninah , kot je dolomit",
CONTAINS,z neizrazitimi kraškimi oblikami,z
HAS_LOCATION,"pod zemeljskim površjem , oziroma pod zemljo ( prstjo )",pod|pod
HAS_LOCATION,v gorah nad gozdno mejo,v|nad
